time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	21	19	53	13	0	0	0	0	0	0	0	0	0	0	9335.75	9132.139	9137.649	9317.876	9382.868	8964.793	9209.047	
0	21	19	53	14	1	-1498	-3.485603e-08	4.2755	0	0	0	0	0	0	9335.751	9132.138	9137.649	9317.87	9382.869	8964.793	9209.046	
0.02	21	19	53	14	1	-1498	-3.485603e-08	4.2755	0	0	0	0	0	0	9335.752	9132.138	9137.649	9317.864	9382.87	8964.792	9209.045	
0.02	21	19	53	14	1	-1498	-3.485603e-08	4.2755	0	0	0	0	0	0	9335.752	9132.138	9137.649	9317.864	9382.87	8964.792	9209.045	
0.036	21	19	53	14	1	-1498	-3.485603e-08	4.2755	0	0	0	0	0	0	9335.753	9132.137	9137.649	9317.858	9382.871	8964.792	9209.044	
0.056	21	19	53	14	1	-1498	4.68977e-07	4.2755	0	0	0	0	0	0	9335.754	9132.137	9137.649	9317.852	9382.872	8964.791	9209.043	
0.068	21	19	53	14	1	-1498	-9.63218e-07	4.275501	0	0	0	0	0	0	9335.755	9132.137	9137.649	9317.848	9382.872	8964.791	9209.043	
0.068	21	19	53	14	1	-1498	-9.63218e-07	4.275501	0	0	0	0	0	0	9335.755	9132.137	9137.649	9317.848	9382.872	8964.791	9209.043	
0.08	21	19	53	14	1	-1498	-1.004867e-06	4.275504	-1.238237e-06	0.0007200664	-1.997636e-05	0	0	0	9335.755	9132.136	9137.648	9317.845	9382.873	8964.791	9209.042	
0.1	21	19	53	14	1	-1498	9.742979e-06	4.275541	-0.0001708887	0.0005896135	-7.200353e-05	0	0	0	9335.756	9132.136	9137.648	9317.838	9382.874	8964.79	9209.041	
0.116	21	19	53	14	1	-1498	2.125034e-05	4.275821	-0.0003526329	0.0009270268	-0.0001145415	0	0	0	9335.757	9132.136	9137.648	9317.833	9382.875	8964.79	9209.04	
