time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	21	19	2	5	0	0	0	0	0	0	0	0	0	0	9335.614	9132.17	9137.609	9321.946	9382.795	8964.82	9209.032	
0	21	19	2	5	1	-1500	7.882412e-08	4.2755	0	0	0	0	0	0	9335.611	9132.17	9137.611	9321.929	9382.792	8964.819	9209.033	
0.048	21	19	2	5	1	-1500	-1.019032e-06	4.275503	0	0	0	0	0	0	9335.609	9132.17	9137.613	9321.911	9382.79	8964.818	9209.034	
0.088	21	19	2	5	1	-1500	6.578241e-06	4.275509	0	0	0	0	0	0	9335.607	9132.169	9137.614	9321.895	9382.788	8964.818	9209.035	
0.132	21	19	2	5	1	-1500	2.452876e-05	4.27553	0	0	0	0	0	0	9335.605	9132.169	9137.616	9321.879	9382.786	8964.817	9209.036	
0.176	21	19	2	5	1	-1500	6.326524e-06	4.27557	0	0	0	0	0	0	9335.603	9132.169	9137.618	9321.862	9382.785	8964.816	9209.037	
0.216	21	19	2	6	1	-1500	-1.070867e-05	4.275625	0	0	0	0	0	0	9335.602	9132.168	9137.62	9321.847	9382.783	8964.815	9209.038	
0.256	21	19	2	6	1	-1500	-5.135916e-05	4.275702	0	0	0	0	0	0	9335.6	9132.168	9137.622	9321.832	9382.782	8964.814	9209.039	
0.304	21	19	2	6	1	-1500	-0.0001306943	4.275794	0	0	0	0	0	0	9335.599	9132.167	9137.624	9321.814	9382.781	8964.812	9209.04	
0.348	21	19	2	6	1	-1500	-0.0002101798	4.275875	0	0	0	0	0	0	9335.598	9132.166	9137.626	9321.798	9382.78	8964.811	9209.041	
0.396	21	19	2	6	1	-1499.999	-0.000361826	4.275972	0	0	0	0	0	0	9335.597	9132.165	9137.628	9321.78	9382.779	8964.81	9209.041	
0.444	21	19	2	6	1	-1499.999	-0.0005454023	4.276069	0	0	0	0	0	0	9335.596	9132.164	9137.63	9321.763	9382.778	8964.809	9209.042	
0.492	21	19	2	6	1	-1499.999	-0.0007050747	4.276172	0	0	0	0	0	0	9335.596	9132.163	9137.632	9321.746	9382.778	8964.808	9209.043	
