time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	21	19	53	14	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	21	19	53	14	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	21	19	53	14	1	-1508	-3.485603e-08	4.2755	0	0	0	0	0	0	9335.76	9132.134	9137.647	9317.812	9382.878	8964.789	9209.037	
0.02	21	19	53	14	1	-1508	-3.485603e-08	4.2755	1.391178e-10	0.000796687	-3.814035e-07	0	0	0	9335.761	9132.134	9137.647	9317.806	9382.879	8964.788	9209.036	
0.028	21	19	53	14	1	-1508	-3.485603e-08	4.2755	1.030007e-10	0.000796681	-3.814017e-07	0	0	0	9335.761	9132.134	9137.646	9317.804	9382.879	8964.788	9209.036	
0.032	21	19	53	14	1	-1508	-3.485603e-08	4.2755	1.145521e-10	0.000796678	-3.814009e-07	0	0	0	9335.761	9132.134	9137.646	9317.802	9382.879	8964.788	9209.036	
0.052	21	19	53	14	1	-1508	-3.71422e-07	4.275621	1.63667e-05	0.0008606585	-8.624262e-07	0	0	0	9335.762	9132.133	9137.646	9317.796	9382.88	8964.788	9209.035	
0.076	21	19	53	15	1	-1508	-1.510247e-06	4.276509	7.344032e-05	0.001216558	-1.882391e-06	0	0	0	9335.763	9132.133	9137.646	9317.789	9382.881	8964.787	9209.034	
0.076	21	19	53	15	1	-1508	-1.510247e-06	4.276509	7.344032e-05	0.001216558	-1.882391e-06	0	0	0	9335.763	9132.133	9137.646	9317.789	9382.881	8964.787	9209.034	
0.092	21	19	53	15	1	-1508	-2.527841e-06	4.277671	0.0001220034	0.001653026	-2.803338e-06	0	0	0	9335.763	9132.133	9137.645	9317.784	9382.882	8964.787	9209.033	
0.124	21	19	53	15	1	-1508	-5.726475e-06	4.280849	0.0002581805	0.002977661	-6.134612e-06	0	0	0	9335.765	9132.132	9137.644	9317.776	9382.883	8964.787	9209.032	
0.124	21	19	53	15	1	-1508	-6.262036e-06	4.281423	0.0002581805	0.002977661	-6.134612e-06	0	0	0	9335.765	9132.132	9137.644	9317.774	9382.883	8964.787	9209.032	
0.148	21	19	53	15	1	-1508	-1.011222e-05	4.285494	0.0003521121	0.004298335	-6.36238e-06	0	0	0	9335.766	9132.132	9137.644	9317.767	9382.884	8964.786	9209.03	
0.172	21	19	53	15	1	-1508	-1.436276e-05	4.290642	0.0003977663	0.005829309	-1.197312e-06	0	0	0	9335.766	9132.131	9137.643	9317.76	9382.885	8964.786	9209.029	
0.172	21	19	53	15	1	-1508	-1.436276e-05	4.290642	0.0003977663	0.005829309	-1.197312e-06	0	0	0	9335.766	9132.131	9137.643	9317.76	9382.885	8964.786	9209.029	
0.188	21	19	53	15	1	-1507.999	-1.685464e-05	4.294671	0.0003762151	0.006904925	6.189062e-06	0	0	0	9335.767	9132.131	9137.643	9317.755	9382.885	8964.786	9209.028	
