time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	21	19	38	9	0	0	0	0	0	0	0	0	0	0	9335.752	9132.139	9137.642	9316.507	9382.842	8964.832	9209.066	
0	21	19	38	9	1	-1500	7.975227e-08	4.2755	0	0	0	0	0	0	9335.749	9132.137	9137.643	9316.494	9382.841	8964.83	9209.066	
0.036	21	19	38	9	1	-1500	7.975227e-08	4.2755	2.901518e-10	0.0007966654	8.537467e-07	0	0	0	9335.747	9132.135	9137.644	9316.479	9382.841	8964.828	9209.066	
0.08	21	19	38	9	1	-1500	-1.359812e-05	4.276113	0.0003623583	0.001136573	-3.651702e-05	0	0	0	9335.744	9132.133	9137.646	9316.463	9382.84	8964.825	9209.066	
0.124	21	19	38	9	1	-1500	-4.480251e-05	4.279798	0.001108011	0.002288704	-9.517563e-05	0	0	0	9335.742	9132.132	9137.647	9316.447	9382.84	8964.823	9209.066	
0.168	21	19	38	9	1	-1500	-9.092355e-05	4.287056	0.00152619	0.003299582	-0.0001265097	0	0	0	9335.74	9132.13	9137.648	9316.431	9382.84	8964.82	9209.065	
0.212	21	19	38	9	1	-1499.999	-0.0001493118	4.297864	0.001338468	0.002700436	-0.0001385832	0	0	0	9335.738	9132.128	9137.65	9316.415	9382.839	8964.818	9209.065	
0.26	21	19	38	9	1	-1499.999	-0.0002019629	4.31218	3.946488e-06	0.001202457	-0.0001318011	0	0	0	9335.735	9132.127	9137.651	9316.399	9382.839	8964.815	9209.065	
0.3	21	19	38	9	1	-1499.999	-0.0002731713	4.329955	-0.0006320184	-4.312346e-05	-0.0001215831	0	0	0	9335.734	9132.125	9137.653	9316.383	9382.839	8964.813	9209.064	
0.34	21	19	38	10	1	-1499.998	-0.0003439405	4.349057	-0.0006608529	0.0002608744	-0.0001180318	0	0	0	9335.733	9132.124	9137.654	9316.368	9382.839	8964.811	9209.063	
0.38	21	19	38	10	1	-1499.998	-0.0004396729	4.370905	0.0006369697	0.001394699	-0.0001224326	0	0	0	9335.731	9132.123	9137.655	9316.354	9382.839	8964.809	9209.063	
0.42	21	19	38	10	1	-1499.998	-0.000548329	4.395442	0.002054331	0.0002738571	-0.0001242958	0	0	0	9335.73	9132.122	9137.656	9316.339	9382.84	8964.807	9209.062	
0.452	21	19	38	10	1	-1499.997	-0.0006333989	4.416977	0.002169098	-0.0001840932	-0.0001280341	0	0	0	9335.73	9132.122	9137.657	9316.328	9382.84	8964.805	9209.061	
0.496	21	19	38	10	1	-1499.997	-0.0007407643	4.449296	0.0008556853	0.0008740243	-0.0001250986	0	0	0	9335.729	9132.121	9137.658	9316.312	9382.841	8964.803	9209.06	
0.536	21	19	38	10	1	-1499.996	-0.0008594654	4.481339	-0.0001607774	0.002208291	-0.000117343	0	0	0	9335.729	9132.12	9137.659	9316.297	9382.841	8964.801	9209.059	
0.58	21	19	38	10	1	-1499.996	-0.001025192	4.519449	5.417881e-05	0.001949132	-0.0001182609	0	0	0	9335.729	9132.119	9137.66	9316.281	9382.842	8964.799	9209.058	
0.624	21	19	38	10	1	-1499.995	-0.001209389	4.56049	0.0008287646	0.0008482897	-0.0001197121	0	0	0	9335.729	9132.119	9137.661	9316.266	9382.843	8964.798	9209.057	
0.672	21	19	38	10	1	-1499.994	-0.001425572	4.608515	0.001600379	-0.0008801999	-0.0001041798	0	0	0	9335.729	9132.118	9137.661	9316.248	9382.844	8964.796	9209.055	
0.72	21	19	38	10	1	-1499.993	-0.001637613	4.659845	0.001058626	-0.001893382	-8.909037e-05	0	0	0	9335.73	9132.118	9137.662	9316.231	9382.845	8964.794	9209.054	
0.768	21	19	38	10	1	-1499.992	-0.001850695	4.714393	-0.0002752289	-0.0003601757	-8.856148e-05	0	0	0	9335.731	9132.118	9137.662	9316.214	9382.847	8964.793	9209.052	
0.812	21	19	38	10	1	-1499.992	-0.002038383	4.76715	-0.001583659	0.002348723	-8.97507e-05	0	0	0	9335.733	9132.118	9137.663	9316.198	9382.848	8964.792	9209.05	
0.856	21	19	38	10	1	-1499.991	-0.002184083	4.817342	-0.002435265	0.000463255	-9.144154e-05	0	0	0	9335.734	9132.118	9137.663	9316.184	9382.85	8964.791	9209.049	
0.896	21	19	38	10	1	-1499.99	-0.002365096	4.874959	-0.0009196061	-5.487227e-05	-9.774383e-05	0	0	0	9335.736	9132.118	9137.663	9316.169	9382.852	8964.79	9209.047	
0.944	21	19	38	10	1	-1499.989	-0.002525361	4.940614	0.0001216233	0.001103637	-0.0001085887	0	0	0	9335.739	9132.118	9137.663	9316.152	9382.854	8964.789	9209.046	
0.984	21	19	38	10	1	-1499.988	-0.002615458	4.997489	-0.0003173801	0.0002083532	-0.0001313319	0	0	0	9335.741	9132.118	9137.662	9316.138	9382.856	8964.789	9209.044	
