time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	21	14	22	53	0	0	0	0	0	0	0	0	0	0	9335.956	9132.12	9137.657	9309.41	9382.925	8964.814	9209.024	
0	21	14	22	53	1	-1500	-3.232728e-06	4.234999	0	0	0	0	0	0	9335.957	9132.12	9137.657	9309.399	9382.926	8964.814	9209.025	
0.052	21	14	22	53	1	-1500	-3.232728e-06	4.234999	0	0	0	0	0	0	9335.96	9132.119	9137.657	9309.38	9382.928	8964.813	9209.026	
0.1	21	14	22	53	1	-1500	-3.943572e-06	4.235037	0	0	0	0	0	0	9335.963	9132.119	9137.657	9309.362	9382.93	8964.812	9209.027	
0.148	21	14	22	53	1	-1500	-2.192703e-05	4.235117	0	0	0	0	0	0	9335.966	9132.119	9137.657	9309.344	9382.932	8964.812	9209.027	
0.196	21	14	22	53	1	-1500	-5.067569e-05	4.235244	0	0	0	0	0	0	9335.969	9132.119	9137.656	9309.327	9382.934	8964.811	9209.028	
0.244	21	14	22	53	1	-1500	-7.432411e-05	4.235384	0	0	0	0	0	0	9335.973	9132.119	9137.656	9309.309	9382.937	8964.811	9209.029	
0.292	21	14	22	53	1	-1499.999	-9.875983e-05	4.235516	0	0	0	0	0	0	9335.977	9132.119	9137.655	9309.291	9382.94	8964.812	9209.03	
0.336	21	14	22	54	1	-1499.999	-0.0001121259	4.235612	0	0	0	0	0	0	9335.98	9132.119	9137.654	9309.275	9382.943	8964.812	9209.031	
0.372	21	14	22	54	1	-1499.999	-0.0001284185	4.235665	0	0	0	0	0	0	9335.984	9132.119	9137.654	9309.262	9382.945	8964.813	9209.031	
0.416	21	14	22	54	1	-1499.998	-0.0001598875	4.235685	0	0	0	0	0	0	9335.988	9132.119	9137.653	9309.246	9382.948	8964.813	9209.032	
0.464	21	14	22	54	1	-1499.997	-0.0002129622	4.235698	0	0	0	0	0	0	9335.992	9132.119	9137.652	9309.229	9382.951	8964.814	9209.032	
0.508	21	14	22	54	1	-1499.997	-0.0002619385	4.235753	0.002241282	0.0009361429	7.343583e-05	0	0	0	9335.997	9132.12	9137.651	9309.213	9382.955	8964.816	9209.033	
0.556	21	14	22	54	1	-1499.996	-0.0003103238	4.236749	0.001587296	0.001280212	4.194362e-05	0	0	0	9336.002	9132.12	9137.649	9309.195	9382.958	8964.817	9209.033	
0.604	21	14	22	54	1	-1499.995	-0.0003946969	4.241818	0.0003015807	0.0002612925	1.357929e-05	0	0	0	9336.007	9132.121	9137.648	9309.178	9382.962	8964.819	9209.034	
0.652	21	14	22	54	1	-1499.994	-0.0004800726	4.251597	-0.002036822	0.002629136	4.202039e-07	0	0	0	9336.012	9132.121	9137.647	9309.161	9382.966	8964.821	9209.034	
0.688	21	14	22	54	1	-1499.993	-0.0005080639	4.26205	-0.003778265	0.00429143	1.740213e-06	0	0	0	9336.016	9132.122	9137.646	9309.148	9382.968	8964.822	9209.035	
0.728	21	14	22	54	1	-1499.992	-0.0004671043	4.276812	-0.005487677	0.002189671	2.398444e-05	0	0	0	9336.02	9132.122	9137.644	9309.134	9382.971	8964.824	9209.035	
0.776	21	14	22	54	1	-1499.99	-0.0002809241	4.298939	-0.005286072	0.001962012	3.55642e-05	0	0	0	9336.025	9132.123	9137.643	9309.116	9382.975	8964.827	9209.035	
0.824	21	14	22	54	1	-1499.989	5.035889e-05	4.325862	-0.003575473	0.001599518	4.077146e-05	0	0	0	9336.031	9132.124	9137.642	9309.099	9382.979	8964.829	9209.035	
0.864	21	14	22	54	1	-1499.987	0.0004079887	4.351963	-0.002501893	0.0005092319	5.859231e-05	0	0	0	9336.035	9132.124	9137.64	9309.085	9382.982	8964.832	9209.035	
0.912	21	14	22	54	1	-1499.985	0.0009026735	4.387705	-0.001386492	-0.002330298	9.959886e-05	0	0	0	9336.04	9132.125	9137.639	9309.068	9382.986	8964.835	9209.036	
0.956	21	14	22	54	1	-1499.984	0.001393173	4.424669	-0.0002822926	-0.001702986	0.0001455161	0	0	0	9336.045	9132.126	9137.638	9309.053	9382.989	8964.837	9209.036	
0.992	21	14	22	54	1	-1499.982	0.001800134	4.457878	0.0007171324	-0.00203283	0.000197478	0	0	0	9336.048	9132.127	9137.637	9309.04	9382.992	8964.84	9209.035	
1.04	21	14	22	54	1	-1499.98	0.002320915	4.506326	0.001517775	-0.003645647	0.0002637644	0	0	0	9336.053	9132.128	9137.636	9309.024	9382.995	8964.843	9209.035	
1.088	21	14	22	54	1	-1499.978	0.002800724	4.559544	0.001156706	-0.003919764	0.0003104979	0	0	0	9336.058	9132.129	9137.634	9309.007	9382.998	8964.846	9209.035	
1.136	21	14	22	54	1	-1499.976	0.003251265	4.617526	0.0001011057	-0.005060188	0.0003593428	0	0	0	9336.062	9132.13	9137.633	9308.99	9383.001	8964.85	9209.035	
1.184	21	14	22	54	1	-1499.975	0.003700298	4.680273	-0.0004411124	-0.006078979	0.0004028901	0	0	0	9336.067	9132.131	9137.632	9308.974	9383.004	8964.853	9209.035	
1.236	21	14	22	55	1	-1499.973	0.004196997	4.753635	1.186941e-05	-0.006663849	0.0004467855	0	0	0	9336.071	9132.133	9137.631	9308.956	9383.008	8964.857	9209.034	
1.284	21	14	22	55	1	-1499.971	0.004656346	4.826333	-5.354919e-05	-0.006177155	0.0004751526	0	0	0	9336.075	9132.134	9137.63	9308.939	9383.01	8964.86	9209.034	
1.324	21	14	22	55	1	-1499.97	0.005001158	4.883966	0.0001336408	-0.004508302	0.0005005726	0	0	0	9336.078	9132.135	9137.629	9308.925	9383.012	8964.863	9209.034	
1.36	21	14	22	55	1	-1499.969	0.005381015	4.951127	0.001023708	-0.001578977	0.0005171245	0	0	0	9336.08	9132.136	9137.628	9308.913	9383.014	8964.866	9209.033	
1.408	21	14	22	55	1	-1499.967	0.005810386	5.036058	0.002270497	-0.00150136	0.0005447232	0	0	0	9336.083	9132.137	9137.627	9308.897	9383.016	8964.87	9209.033	
1.456	21	14	22	55	1	-1499.965	0.006178736	5.125729	0.002311354	0.001726808	0.0005828731	0	0	0	9336.086	9132.138	9137.626	9308.88	9383.018	8964.873	9209.032	
1.504	21	14	22	55	1	-1499.964	0.006460096	5.212128	0.001410857	0.0002224655	0.0005914304	0	0	0	9336.088	9132.14	9137.625	9308.864	9383.02	8964.876	9209.031	
1.548	21	14	22	55	1	-1499.962	0.006726082	5.310949	0.0009135285	-0.00157803	0.0006156507	0	0	0	9336.09	9132.141	9137.624	9308.849	9383.021	8964.88	9209.031	
1.592	21	14	22	55	1	-1499.96	0.006946086	5.405698	0.0005513227	-0.0007894648	0.0006511433	0	0	0	9336.091	9132.142	9137.623	9308.834	9383.022	8964.883	9209.03	
1.636	21	14	22	55	1	-1499.958	0.007133763	5.49529	0.0008692085	0.0005892865	0.0006830685	0	0	0	9336.092	9132.143	9137.622	9308.82	9383.023	8964.886	9209.029	
1.676	21	14	22	55	1	-1499.957	0.007321279	5.597631	0.001451527	0.0007086253	0.0007142388	0	0	0	9336.093	9132.144	9137.621	9308.806	9383.023	8964.889	9209.028	
1.724	21	14	22	55	1	-1499.954	0.007486071	5.713848	0.002111636	-0.001172219	0.0007582627	0	0	0	9336.094	9132.145	9137.62	9308.789	9383.024	8964.892	9209.027	
1.768	21	14	22	55	1	-1499.952	0.007587462	5.824576	0.001807046	-0.002570715	0.0007808135	0	0	0	9336.094	9132.146	9137.619	9308.775	9383.024	8964.895	9209.027	
1.812	21	14	22	55	1	-1499.95	0.007646293	5.939266	0.001511103	-0.002176542	0.0007997226	0	0	0	9336.094	9132.147	9137.618	9308.76	9383.024	8964.898	9209.026	
1.852	21	14	22	55	1	-1499.948	0.007671933	6.046714	0.0007454224	-0.002861723	0.0008093834	0	0	0	9336.094	9132.148	9137.617	9308.747	9383.024	8964.9	9209.025	
1.9	21	14	22	55	1	-1499.946	0.00768595	6.179292	-6.881831e-05	-0.003054192	0.0008215589	0	0	0	9336.093	9132.149	9137.616	9308.731	9383.024	8964.903	9209.024	
