time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	30	8	31	9	0	0	0	0	0	0	0	0	0	0	9336	9132.159	9137.607	9312.21	9382.97	8964.857	9209.024	
0	30	8	31	9	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336	9132.159	9137.607	9312.209	9382.97	8964.857	9209.024	
39.392	30	8	31	9	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336	9132.159	9137.607	9312.209	9382.97	8964.857	9209.024	
39.392	30	8	31	9	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336	9132.159	9137.607	9312.208	9382.97	8964.858	9209.024	
39.392	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336	9132.159	9137.607	9312.208	9382.97	8964.858	9209.024	
39.416	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336	9132.16	9137.607	9312.2	9382.97	8964.859	9209.024	
39.436	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.194	9382.969	8964.86	9209.024	
39.436	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.194	9382.969	8964.86	9209.024	
39.44	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.192	9382.969	8964.861	9209.023	
39.44	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.192	9382.969	8964.861	9209.023	
39.44	30	8	31	10	1	-1498	-1.804506e-07	4.2755	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.192	9382.969	8964.861	9209.023	
39.456	30	8	31	10	1	-1498	5.094556e-07	4.275497	0	0	0	0	0	0	9336.001	9132.16	9137.606	9312.187	9382.969	8964.861	9209.023	
39.48	30	8	31	10	1	-1498	3.036084e-07	4.275498	0	0	0	0	0	0	9336.002	9132.161	9137.605	9312.18	9382.969	8964.863	9209.023	
39.484	30	8	31	10	1	-1498	-5.739687e-07	4.275498	0	0	0	0	0	0	9336.002	9132.161	9137.605	9312.179	9382.969	8964.863	9209.023	
39.484	30	8	31	10	1	-1498	-5.739687e-07	4.275498	0	0	0	0	0	0	9336.002	9132.161	9137.605	9312.179	9382.969	8964.863	9209.023	
