time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	22	8	41	55	0	0	0	0	0	0	0	0	0	0	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	8660.254	
0	22	8	41	55	1	-1504	1.004785e-07	4.2755	0	0	0	0	0	0	9335.83	9132.161	9137.629	9314.803	9382.849	8964.826	9209.055	
0.024	22	8	41	55	1	-1504	1.004785e-07	4.2755	0	0	0	0	0	0	9335.831	9132.16	9137.63	9314.794	9382.85	8964.825	9209.056	
0.024	22	8	41	55	1	-1504	1.004785e-07	4.2755	0	0	0	0	0	0	9335.831	9132.16	9137.63	9314.794	9382.85	8964.825	9209.056	
0.044	22	8	41	55	1	-1504	1.004785e-07	4.2755	0	0	0	0	0	0	9335.832	9132.159	9137.631	9314.787	9382.851	8964.824	9209.056	
0.064	22	8	41	55	1	-1504	3.00119e-06	4.2755	0	0	0	0	0	0	9335.833	9132.158	9137.632	9314.779	9382.851	8964.824	9209.056	
0.072	22	8	41	55	1	-1504	5.651015e-06	4.275502	0	0	0	0	0	0	9335.833	9132.158	9137.632	9314.776	9382.852	8964.823	9209.056	
0.084	22	8	41	55	1	-1504	7.557965e-06	4.275503	-7.687694e-05	0.0008664668	1.283885e-05	0	0	0	9335.834	9132.158	9137.633	9314.772	9382.852	8964.823	9209.056	
0.108	22	8	41	56	1	-1504	9.834291e-06	4.275635	-3.866198e-05	0.0001648015	5.142913e-05	0	0	0	9335.835	9132.157	9137.634	9314.762	9382.853	8964.822	9209.056	
0.12	22	8	41	56	1	-1504	1.118066e-05	4.275968	-4.488958e-05	-0.0002437937	7.323946e-05	0	0	0	9335.835	9132.156	9137.634	9314.758	9382.854	8964.822	9209.056	
0.128	22	8	41	56	1	-1504	1.209865e-05	4.276325	-5.020679e-05	-0.0004840536	8.774779e-05	0	0	0	9335.836	9132.156	9137.635	9314.755	9382.854	8964.822	9209.056	
0.16	22	8	41	56	1	-1504	1.485808e-05	4.278923	-4.20597e-05	-0.001101447	0.0001446491	0	0	0	9335.837	9132.155	9137.636	9314.743	9382.855	8964.821	9209.056	
0.168	22	8	41	56	1	-1504	1.533704e-05	4.27987	-3.352746e-05	-0.001155673	0.0001587194	0	0	0	9335.838	9132.154	9137.636	9314.74	9382.856	8964.821	9209.056	
0.172	22	8	41	56	1	-1504	1.554442e-05	4.280389	-2.838707e-05	-0.001167367	0.0001657958	0	0	0	9335.838	9132.154	9137.637	9314.738	9382.856	8964.82	9209.056	
0.2	22	8	41	56	1	-1504	1.569642e-05	4.284858	4.444602e-05	-0.0009319575	0.000218243	0	0	0	9335.839	9132.153	9137.638	9314.728	9382.857	8964.82	9209.055	
0.216	22	8	41	56	1	-1504	1.413818e-05	4.288071	0.0001298427	-0.0005279379	0.0002497488	0	0	0	9335.84	9132.152	9137.638	9314.722	9382.858	8964.819	9209.055	
0.216	22	8	41	56	1	-1504	1.413818e-05	4.288071	0.0001298427	-0.0005279379	0.0002497488	0	0	0	9335.84	9132.152	9137.638	9314.722	9382.858	8964.819	9209.055	
0.24	22	8	41	56	1	-1504	1.069158e-05	4.292762	0.0002878094	0.0004092141	0.0002972655	0	0	0	9335.841	9132.151	9137.639	9314.713	9382.859	8964.818	9209.055	
0.264	22	8	41	56	1	-1504	2.436979e-06	4.30059	0.0004680463	0.001727954	0.0003449502	0	0	0	9335.842	9132.15	9137.64	9314.704	9382.86	8964.818	9209.055	
0.264	22	8	41	56	1	-1504	2.436979e-06	4.30059	0.0004997049	0.001984083	0.0003525859	0	0	0	9335.842	9132.15	9137.64	9314.704	9382.86	8964.818	9209.055	
0.304	22	8	41	56	1	-1504	-1.823888e-05	4.312814	0.0008701845	0.004602148	0.0004201193	0	0	0	9335.844	9132.149	9137.642	9314.688	9382.862	8964.817	9209.055	
0.312	22	8	41	56	1	-1503.999	-2.833619e-05	4.317428	0.000962856	0.005274805	0.0004353791	0	0	0	9335.845	9132.148	9137.642	9314.685	9382.862	8964.817	9209.055	
0.324	22	8	41	56	1	-1503.999	-4.002298e-05	4.322312	0.0010959	0.006319656	0.0004590834	0	0	0	9335.845	9132.148	9137.643	9314.681	9382.863	8964.816	9209.055	
0.36	22	8	41	56	1	-1503.999	-8.772852e-05	4.338575	0.001500174	0.009688356	0.0005324697	0	0	0	9335.847	9132.146	9137.644	9314.667	9382.865	8964.815	9209.054	
0.36	22	8	41	56	1	-1503.999	-8.772852e-05	4.338575	0.001500174	0.009688356	0.0005324697	0	0	0	9335.847	9132.146	9137.644	9314.667	9382.865	8964.815	9209.054	
0.384	22	8	41	56	1	-1503.999	-0.000129038	4.350751	0.001662798	0.01159122	0.0005922383	0	0	0	9335.849	9132.145	9137.645	9314.658	9382.866	8964.815	9209.054	
0.408	22	8	41	56	1	-1503.998	-0.0001795221	4.363982	0.001745952	0.01265374	0.0006543385	0	0	0	9335.85	9132.144	9137.646	9314.649	9382.868	8964.814	9209.054	
