time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	20	17	3	11	0	0	0	0	0	0	0	0	0	0	9335.674	9132.168	9137.597	9322.346	9382.854	8964.813	9209.015	
0	20	17	3	12	1	-1500	4.354141e-07	4.234998	0	0	0	0	0	0	9335.673	9132.168	9137.596	9322.328	9382.852	8964.815	9209.015	
0.04	20	17	3	12	1	-1500	4.354027e-07	4.234999	0	0	0	0	0	0	9335.672	9132.169	9137.595	9322.313	9382.85	8964.816	9209.016	
0.084	20	17	3	12	1	-1500	8.334823e-07	4.235022	0	0	0	0	0	0	9335.67	9132.169	9137.594	9322.297	9382.848	8964.818	9209.016	
0.124	20	17	3	12	1	-1500	4.356936e-06	4.235113	0	0	0	0	0	0	9335.668	9132.169	9137.594	9322.282	9382.846	8964.819	9209.017	
0.172	20	17	3	12	1	-1500	-6.549301e-06	4.235305	0	0	0	0	0	0	9335.666	9132.17	9137.593	9322.263	9382.844	8964.82	9209.017	
0.22	20	17	3	12	1	-1500	-2.212397e-05	4.235512	0	0	0	0	0	0	9335.664	9132.17	9137.593	9322.245	9382.841	8964.821	9209.018	
0.268	20	17	3	12	1	-1500	-5.623152e-05	4.235692	0	0	0	0	0	0	9335.661	9132.17	9137.593	9322.227	9382.839	8964.822	9209.018	
0.316	20	17	3	12	1	-1499.999	-0.0001354387	4.23588	0	0	0	0	0	0	9335.658	9132.17	9137.593	9322.208	9382.836	8964.823	9209.019	
0.364	20	17	3	12	1	-1499.999	-0.0002653165	4.236084	0	0	0	0	0	0	9335.655	9132.17	9137.593	9322.19	9382.833	8964.824	9209.02	
0.412	20	17	3	12	1	-1499.999	-0.0004343817	4.236308	0	0	0	0	0	0	9335.652	9132.17	9137.593	9322.171	9382.83	8964.824	9209.02	
0.46	20	17	3	12	1	-1499.999	-0.0006384457	4.236522	0	0	0	0	0	0	9335.649	9132.171	9137.594	9322.153	9382.827	8964.825	9209.021	
0.504	20	17	3	12	1	-1499.999	-0.0008471204	4.236702	0	0	0	0	0	0	9335.646	9132.171	9137.594	9322.136	9382.824	8964.825	9209.022	
0.552	20	17	3	12	1	-1499.998	-0.001101093	4.236916	0	0	0	0	0	0	9335.643	9132.171	9137.595	9322.117	9382.821	8964.825	9209.023	
0.596	20	17	3	12	1	-1499.998	-0.001338321	4.23709	0	0	0	0	0	0	9335.64	9132.171	9137.596	9322.1	9382.819	8964.825	9209.024	
0.632	20	17	3	12	1	-1499.998	-0.001513417	4.237242	0	0	0	0	0	0	9335.637	9132.171	9137.597	9322.086	9382.816	8964.825	9209.025	
