time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	vessel_a_error	vessel_b_error	vessel_c_error	vessel_d_error	vessel_e_error	vessel_f_error	vessel_g_error	
0	27	19	9	24	0	0	0	0	1.259481e-10	0.0007966912	2.567709e-07	0	0	0	8396.782	9349.167	8441.381	8287.07	8502.439	8322.171	9209.012	
0	27	19	9	24	1	-1500	2.364196e-08	4.2755	4.691707e-10	0.0007966849	2.567703e-07	0	0	0	8396.78	9349.166	8441.379	8287.063	8502.437	8322.17	9209.012	
0.024	27	19	9	24	1	-1500	2.364196e-08	4.2755	-4.15739e-07	0.0007970033	2.564845e-07	0	0	0	8396.779	9349.166	8441.377	8287.058	8502.435	8322.17	9209.012	
0.068	27	19	9	24	1	-1500	1.641065e-06	4.276106	-9.003439e-05	0.001456772	1.303502e-06	0	0	0	8396.778	9349.165	8441.374	8287.049	8502.433	8322.169	9209.011	
0.108	27	19	9	24	1	-1500	-5.402011e-06	4.279466	6.756276e-05	0.002147638	-3.3081e-06	0	0	0	8396.777	9349.163	8441.372	8287.041	8502.431	8322.167	9209.011	
0.148	27	19	9	24	1	-1500	-1.940134e-05	4.286055	0.0003833432	-0.00116669	-7.68342e-06	0	0	0	8396.776	9349.161	8441.369	8287.032	8502.429	8322.167	9209.011	
0.176	27	19	9	24	1	-1500	-1.451846e-05	4.292609	-7.060982e-05	-0.003583271	-1.900157e-06	0	0	0	8396.775	9349.16	8441.368	8287.026	8502.428	8322.166	9209.011	
0.204	27	19	9	25	1	-1500	-1.672093e-06	4.300764	-0.000802433	-0.003256135	-3.225379e-06	0	0	0	8396.774	9349.159	8441.366	8287.02	8502.427	8322.166	9209.011	
0.248	27	19	9	25	1	-1499.999	1.92752e-05	4.316803	-0.00146878	0.004431352	-1.665591e-05	0	0	0	8396.774	9349.16	8441.363	8287.011	8502.425	8322.166	9209.01	
0.288	27	19	9	25	1	-1499.999	9.261198e-05	4.334819	-0.0029708	0.008234443	-2.680498e-05	0	0	0	8396.774	9349.162	8441.361	8287.002	8502.424	8322.165	9209.01	
0.324	27	19	9	25	1	-1499.999	0.0002138618	4.353831	-0.004648871	0.003339917	-1.166476e-05	0	0	0	8396.774	9349.163	8441.358	8286.994	8502.423	8322.165	9209.01	
0.364	27	19	9	25	1	-1499.999	0.0003281669	4.378069	-0.003156219	-0.001962803	-1.271032e-05	0	0	0	8396.774	9349.162	8441.356	8286.985	8502.422	8322.164	9209.009	
0.404	27	19	9	25	1	-1499.998	0.0004528471	4.405577	-8.867062e-05	-0.002784219	-4.086992e-05	0	0	0	8396.774	9349.16	8441.354	8286.977	8502.421	8322.163	9209.009	
0.448	27	19	9	25	1	-1499.998	0.0005891228	4.439587	0.003242536	-9.531056e-05	-9.550299e-05	0	0	0	8396.775	9349.157	8441.351	8286.967	8502.421	8322.163	9209.008	
0.476	27	19	9	25	1	-1499.998	0.0006915264	4.463286	0.00364676	0.001109768	-0.0001602883	0	0	0	8396.776	9349.155	8441.35	8286.962	8502.42	8322.164	9209.008	
0.504	27	19	9	25	1	-1499.997	0.0008040336	4.48859	0.002529399	0.0001471524	-0.0002331989	0	0	0	8396.776	9349.155	8441.349	8286.956	8502.42	8322.164	9209.008	
0.532	27	19	9	25	1	-1499.997	0.0009073746	4.515503	0.0008939279	-0.0003735053	-0.0002954213	0	0	0	8396.777	9349.155	8441.347	8286.949	8502.42	8322.164	9209.007	
0.56	27	19	9	25	1	-1499.997	0.001009765	4.544019	-0.001023696	0.0001690113	-0.0003493454	0	0	0	8396.778	9349.155	8441.346	8286.943	8502.42	8322.164	9209.007	
0.588	27	19	9	25	1	-1499.996	0.001094177	4.574136	-0.001987732	-0.0004374976	-0.0003868882	0	0	0	8396.779	9349.156	8441.344	8286.937	8502.42	8322.164	9209.006	
0.616	27	19	9	25	1	-1499.996	0.001162603	4.605851	-0.001941498	0.0001203536	-0.0004320855	0	0	0	8396.78	9349.157	8441.343	8286.931	8502.42	8322.164	9209.006	
0.648	27	19	9	25	1	-1499.996	0.001237449	4.644046	-0.0008788397	0.001993868	-0.0004641584	0	0	0	8396.782	9349.157	8441.342	8286.924	8502.421	8322.164	9209.006	
0.688	27	19	9	25	1	-1499.995	0.0013557	4.69472	-0.0001767489	0.001539153	-0.0004824887	0	0	0	8396.784	9349.156	8441.34	8286.915	8502.422	8322.164	9209.005	
0.732	27	19	9	25	1	-1499.995	0.001496663	4.754222	0.0003425801	-0.0004887555	-0.0004919765	0	0	0	8396.786	9349.154	8441.339	8286.905	8502.422	8322.164	9209.004	
0.776	27	19	9	25	1	-1499.994	0.001626612	4.817654	0.0009871095	-0.003246678	-0.0004943305	0	0	0	8396.789	9349.153	8441.337	8286.895	8502.424	8322.164	9209.003	
0.816	27	19	9	25	1	-1499.993	0.001765942	4.878732	9.812557e-05	-0.004487819	-0.000514255	0	0	0	8396.791	9349.153	8441.336	8286.887	8502.425	8322.164	9209.003	
0.848	27	19	9	25	1	-1499.993	0.001909315	4.929935	-0.001813899	-0.002591075	-0.0005229818	0	0	0	8396.793	9349.154	8441.335	8286.88	8502.426	8322.164	9209.002	
0.876	27	19	9	25	1	-1499.993	0.00204741	4.976444	-0.003243393	-0.0007973809	-0.0005219759	0	0	0	8396.795	9349.155	8441.334	8286.874	8502.427	8322.164	9209.002	
0.9	27	19	9	26	1	-1499.992	0.002160583	5.017558	-0.003737396	-2.039403e-06	-0.0005025178	0	0	0	8396.797	9349.155	8441.334	8286.868	8502.428	8322.164	9209.001	
0.92	27	19	9	26	1	-1499.992	0.002261814	5.052682	-0.003630909	-0.0002152692	-0.0004799758	0	0	0	8396.798	9349.155	8441.334	8286.864	8502.429	8322.165	9209.001	
0.96	27	19	9	26	1	-1499.992	0.002528844	5.125222	-0.003896374	-0.002894749	-0.0004140539	0	0	0	8396.801	9349.154	8441.333	8286.855	8502.431	8322.166	9209	
1.004	27	19	9	26	1	-1499.991	0.00281274	5.208426	-0.001250511	-0.004604411	-0.000375806	0	0	0	8396.805	9349.152	8441.333	8286.845	8502.433	8322.167	9208.999	
1.02	27	19	9	26	1	-1499.991	0.002908559	5.239534	-7.497586e-05	-0.004519993	-0.000377095	0	0	0	8396.806	9349.152	8441.333	8286.841	8502.434	8322.167	9208.999	
1.052	27	19	9	26	1	-1499.991	0.003089871	5.303061	0.003542537	-0.002795493	-0.0003877887	0	0	0	8396.809	9349.153	8441.333	8286.834	8502.435	8322.167	9208.998	
1.088	27	19	9	26	1	-1499.99	0.003253223	5.368276	0.006077492	0.0004599838	-0.0003947913	0	0	0	8396.812	9349.154	8441.333	8286.826	8502.437	8322.167	9208.997	
1.112	27	19	9	26	1	-1499.99	0.003383715	5.426682	0.006458776	0.001052465	-0.0004071288	0	0	0	8396.814	9349.155	8441.333	8286.82	8502.439	8322.167	9208.997	
1.14	27	19	9	26	1	-1499.99	0.00349495	5.486303	0.005670871	0.0004285155	-0.0004314688	0	0	0	8396.816	9349.157	8441.333	8286.813	8502.441	8322.167	9208.996	
1.168	27	19	9	26	1	-1499.989	0.003569705	5.5471	0.004366051	0.001175854	-0.0004490094	0	0	0	8396.819	9349.158	8441.333	8286.807	8502.443	8322.168	9208.996	
1.208	27	19	9	26	1	-1499.989	0.003621071	5.635919	0.002169429	0.002806107	-0.0004729693	0	0	0	8396.822	9349.159	8441.333	8286.798	8502.445	8322.168	9208.995	
1.252	27	19	9	26	1	-1499.988	0.003595163	5.736179	0.0009402496	0.002722058	-0.0004900159	0	0	0	8396.826	9349.158	8441.334	8286.787	8502.448	8322.169	9208.994	
1.292	27	19	9	26	1	-1499.988	0.003525598	5.829539	0.0007012965	0.001977789	-0.0005220738	0	0	0	8396.83	9349.157	8441.335	8286.778	8502.451	8322.17	9208.993	
