time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	24	19	44	49	0	0	0	0	0	0	0	0	0	0	
0	24	19	44	49	1	-1498	-9.052002e-08	4.2755	0	0	0	0	0	0	
0.016	24	19	44	49	1	-1498	-9.052002e-08	4.2755	0	0	0	0	0	0	
0.028	24	19	44	49	1	-1498	-9.052002e-08	4.2755	-5.960724e-10	0.0007966806	-1.051913e-06	0	0	0	
0.032	24	19	44	49	1	-1498	-9.052002e-08	4.2755	-6.787357e-10	0.0007966778	-1.051913e-06	0	0	0	
0.036	24	19	44	49	1	-1498	-9.052002e-08	4.2755	-6.617375e-10	0.0007966749	-1.051912e-06	0	0	0	
0.04	24	19	44	49	1	-1498	-9.052002e-08	4.2755	-7.704473e-10	0.0007966723	-1.051914e-06	0	0	0	
0.04	24	19	44	49	1	-1498	-9.052002e-08	4.2755	-7.704473e-10	0.0007966723	-1.051914e-06	0	0	0	
0.044	24	19	44	50	1	-1498	-9.052002e-08	4.2755	-8.442818e-10	0.0007966693	-1.051918e-06	0	0	0	
0.06	24	19	44	50	1	-1498	2.04674e-07	4.275589	-4.401843e-06	0.001073085	-1.574978e-06	0	0	0	
0.076	24	19	44	50	1	-1498	9.506507e-06	4.275995	-0.0003074738	0.0013418	-1.495335e-06	0	0	0	
0.08	24	19	44	50	1	-1498	1.276836e-05	4.276159	-0.0004108355	0.001368532	-1.260714e-06	0	0	0	
0.084	24	19	44	50	1	-1498	1.56022e-05	4.276349	-0.0004961823	0.001378479	-1.221741e-06	0	0	0	
0.084	24	19	44	50	1	-1498	1.56022e-05	4.276349	-0.0004961823	0.001378479	-1.221741e-06	0	0	0	
0.088	24	19	44	50	1	-1498	1.56022e-05	4.276349	-0.0005785119	0.001362058	-1.462418e-06	0	0	0	
0.088	24	19	44	50	1	-1498	1.845705e-05	4.276565	-0.0005785119	0.001362058	-1.462418e-06	0	0	0	
0.096	24	19	44	50	1	-1498	2.546697e-05	4.277079	-0.000774784	0.001224678	-2.227852e-06	0	0	0	
0.12	24	19	44	50	1	-1498	5.113814e-05	4.279274	-0.001369661	0.0002305738	-8.194088e-06	0	0	0	
0.128	24	19	44	50	1	-1498	5.835201e-05	4.280225	-0.001453044	-5.675485e-06	-1.088793e-05	0	0	0	
0.132	24	19	44	50	1	-1498	6.125302e-05	4.280741	-0.001455576	-7.484698e-05	-1.241705e-05	0	0	0	
0.136	24	19	44	50	1	-1498	6.366542e-05	4.281285	-0.001431292	-0.0001098257	-1.400131e-05	0	0	0	
0.144	24	19	44	50	1	-1498	6.718142e-05	4.282454	-0.001308488	-7.693867e-05	-1.822918e-05	0	0	0	
0.164	24	19	44	50	1	-1498	7.480781e-05	4.285849	-0.0008152977	0.0001994989	-3.585133e-05	0	0	0	
0.176	24	19	44	50	1	-1498	8.302107e-05	4.28821	-0.0005700919	0.0003585346	-4.848449e-05	0	0	0	
0.18	24	19	44	50	1	-1498	8.669213e-05	4.28905	-0.00051153	0.0004052859	-5.275439e-05	0	0	0	
0.184	24	19	44	50	1	-1498	8.669213e-05	4.28905	-0.0004518653	0.0004395988	-5.68152e-05	0	0	0	
0.188	24	19	44	50	1	-1498	9.433611e-05	4.290811	-0.0003936242	0.0004705327	-6.056322e-05	0	0	0	
0.208	24	19	44	50	1	-1498	0.0001153993	4.295679	-0.0001176703	0.0005207493	-7.582367e-05	0	0	0	
0.224	24	19	44	51	1	-1498	0.0001292818	4.300049	0.0002314848	0.0005731873	-8.741199e-05	0	0	0	
0.224	24	19	44	51	1	-1498	0.0001292818	4.300049	0.0002314848	0.0005731873	-8.741199e-05	0	0	0	
0.228	24	19	44	51	1	-1498	0.0001322411	4.301207	0.0003358931	0.0006176731	-9.001217e-05	0	0	0	
0.232	24	19	44	51	1	-1498	0.0001351017	4.302392	0.0004422176	0.0006767758	-9.251958e-05	0	0	0	
0.244	24	19	44	51	1	-1498	0.0001421226	4.306101	0.0007993602	0.0009137014	-9.942252e-05	0	0	0	
0.272	24	19	44	51	1	-1497.999	0.0001528127	4.314218	0.0015849	0.00166145	-0.0001064172	0	0	0	
0.272	24	19	44	51	1	-1497.999	0.0001543665	4.31566	0.0015849	0.00166145	-0.0001064172	0	0	0	
0.276	24	19	44	51	1	-1497.999	0.0001556339	4.317128	0.00168142	0.001767596	-0.0001063992	0	0	0	
0.28	24	19	44	51	1	-1497.999	0.0001556339	4.317128	0.001777267	0.001861139	-0.0001063659	0	0	0	
0.28	24	19	44	51	1	-1497.999	0.0001566324	4.318621	0.001777267	0.001861139	-0.0001063659	0	0	0	
0.3	24	19	44	51	1	-1497.999	0.0001638665	4.326468	0.002011286	0.001748457	-0.0001057994	0	0	0	
0.32	24	19	44	51	1	-1497.999	0.0001754265	4.334945	0.001799141	0.0008895729	-0.0001038098	0	0	0	
0.324	24	19	44	51	1	-1497.999	0.0001785798	4.336716	0.001693694	0.0006916929	-0.0001028882	0	0	0	
0.324	24	19	44	51	1	-1497.999	0.0001785798	4.336716	0.00157728	0.0004813011	-0.0001019611	0	0	0	
0.328	24	19	44	51	1	-1497.999	0.0001817589	4.338511	0.00157728	0.0004813011	-0.0001019611	0	0	0	
0.352	24	19	44	51	1	-1497.999	0.0002001709	4.349805	0.0007342246	-0.0008039338	-9.78733e-05	0	0	0	
0.368	24	19	44	51	1	-1497.999	0.0002142421	4.357827	1.803149e-05	-0.00119078	-9.458992e-05	0	0	0	
0.372	24	19	44	51	1	-1497.999	0.0002179143	4.359894	-0.0001681274	-0.00118702	-9.372049e-05	0	0	0	
0.376	24	19	44	51	1	-1497.999	0.0002214368	4.361984	-0.0003474705	-0.001144517	-9.297777e-05	0	0	0	
0.376	24	19	44	51	1	-1497.999	0.0002214368	4.361984	-0.0003474705	-0.001144517	-9.297777e-05	0	0	0	
0.388	24	19	44	52	1	-1497.999	0.0002312207	4.368402	-0.0008375701	-0.0008700641	-9.18912e-05	0	0	0	
0.416	24	19	44	52	1	-1497.999	0.0002508337	4.384216	-0.001626116	0.000305265	-9.401312e-05	0	0	0	
0.42	24	19	44	52	1	-1497.998	0.0002532697	4.386571	-0.0016872	0.0004593726	-9.507072e-05	0	0	0	
0.424	24	19	44	52	1	-1497.998	0.0002560783	4.388949	-0.001750004	0.0005999966	-9.62962e-05	0	0	0	
0.424	24	19	44	52	1	-1497.998	0.0002560783	4.388949	-0.001750004	0.0005999966	-9.62962e-05	0	0	0	
0.444	24	19	44	52	1	-1497.998	0.0002740704	4.401197	-0.002020284	0.001067376	-0.0001028337	0	0	0	
0.464	24	19	44	52	1	-1497.998	0.0002962122	4.41403	-0.00210576	0.001166164	-0.0001043052	0	0	0	
0.468	24	19	44	52	1	-1497.998	0.0003009109	4.416667	-0.002091014	0.001137372	-0.0001039378	0	0	0	
0.472	24	19	44	52	1	-1497.998	0.0003057741	4.419326	-0.002068293	0.001108176	-0.0001034744	0	0	0	
0.472	24	19	44	52	1	-1497.998	0.0003057741	4.419326	-0.002068293	0.001108176	-0.0001034744	0	0	0	
