time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	24	19	44	50	0	0	0	0	0	0	0	0	0	0	
0	24	19	44	50	0	0	0	0	0	0	0	0	0	0	
0	24	19	44	50	1	-1506	-9.037631e-08	4.2755	0	0	0	0	0	0	
164.268	24	19	44	50	1	-1506	-9.037631e-08	4.2755	0	0	0	0	0	0	
164.292	24	19	44	50	1	-1506	-9.037631e-08	4.2755	-4.487718e-10	0.0007966824	-1.049992e-06	0	0	0	
164.304	24	19	44	50	1	-1506	-9.037631e-08	4.2755	-2.964228e-10	0.0007966745	-1.049992e-06	0	0	0	
164.308	24	19	44	50	1	-1506	-9.037631e-08	4.2755	-1.522484e-10	0.0007966711	-1.049998e-06	0	0	0	
164.312	24	19	44	50	1	-1506	-4.933087e-07	4.275502	1.453929e-05	0.0007788548	-1.239038e-06	0	0	0	
164.32	24	19	44	50	1	-1506	-1.271447e-06	4.275513	7.648875e-05	0.0006345098	-2.714651e-06	0	0	0	
164.336	24	19	44	50	1	-1506	-6.490385e-06	4.275874	0.0002298657	0.0001878786	-8.317649e-06	0	0	0	
164.352	24	19	44	50	1	-1506	-1.067367e-05	4.27666	0.0003665144	3.274093e-05	-1.24739e-05	0	0	0	
164.356	24	19	44	50	1	-1506	-1.098548e-05	4.276933	0.0003714023	8.203089e-05	-1.256425e-05	0	0	0	
164.356	24	19	44	50	1	-1506	-1.098548e-05	4.276933	0.0003714023	8.203089e-05	-1.256425e-05	0	0	0	
164.36	24	19	44	50	1	-1506	-1.102928e-05	4.277237	0.0003652321	0.0001563331	-1.220541e-05	0	0	0	
164.376	24	19	44	50	1	-1506	-9.784145e-06	4.278772	0.0002748615	0.0006271218	-7.351329e-06	0	0	0	
164.4	24	19	44	51	1	-1506	-1.914406e-06	4.282037	-9.498866e-05	0.00172608	4.627534e-06	0	0	0	
164.4	24	19	44	51	1	-1506	-1.914406e-06	4.282037	-9.498866e-05	0.00172608	4.627534e-06	0	0	0	
164.404	24	19	44	51	1	-1506	1.621184e-07	4.282694	-0.0001815602	0.00186839	6.197868e-06	0	0	0	
164.408	24	19	44	51	1	-1506	2.473625e-06	4.283383	-0.0002744631	0.001989591	7.599685e-06	0	0	0	
164.416	24	19	44	51	1	-1506	7.596701e-06	4.284858	-0.0004697095	0.00216925	9.817556e-06	0	0	0	
164.44	24	19	44	51	1	-1506	2.018432e-05	4.290059	-0.000851809	0.002448996	1.242852e-05	0	0	0	
164.448	24	19	44	51	1	-1506	2.113452e-05	4.292052	-0.0008198472	0.002526917	1.272094e-05	0	0	0	
164.452	24	19	44	51	1	-1506	2.114817e-05	4.293096	-0.0007787699	0.002552541	1.321036e-05	0	0	0	
164.452	24	19	44	51	1	-1506	2.114817e-05	4.293096	-0.0007787699	0.002552541	1.321036e-05	0	0	0	
164.456	24	19	44	51	1	-1506	2.069653e-05	4.294173	-0.0007158233	0.002554185	1.38222e-05	0	0	0	
164.472	24	19	44	51	1	-1506	1.831603e-05	4.297598	-0.0003632496	0.002382521	1.661645e-05	0	0	0	
164.496	24	19	44	51	1	-1506	1.472687e-05	4.305322	0.0001829945	0.001710097	2.554073e-05	0	0	0	
164.496	24	19	44	51	1	-1506	1.418314e-05	4.306723	0.0001829945	0.001710097	2.554073e-05	0	0	0	
164.5	24	19	44	51	1	-1506	1.356627e-05	4.308156	0.0002785976	0.001484605	2.755649e-05	0	0	0	
164.504	24	19	44	51	1	-1505.999	1.304656e-05	4.309622	0.000369677	0.001220953	3.008609e-05	0	0	0	
