time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	24	19	44	49	0	0	0	0	0	0	0	0	0	0	
0	24	19	44	49	1	-1496	-9.052002e-08	4.2755	0	0	0	0	0	0	
164.164	24	19	44	49	1	-1496	-9.052002e-08	4.2755	0	0	0	0	0	0	
164.164	24	19	44	49	1	-1496	-9.052002e-08	4.2755	0	0	0	0	0	0	
164.168	24	19	44	49	1	-1496	-9.052002e-08	4.2755	0	0	0	0	0	0	
164.172	24	19	44	49	1	-1496	-9.052002e-08	4.2755	-6.131233e-10	0.0007966873	-1.051914e-06	0	0	0	
164.188	24	19	44	49	1	-1496	-9.052002e-08	4.2755	-9.332656e-10	0.0007966825	-1.051912e-06	0	0	0	
164.204	24	19	44	49	1	-1496	-4.791954e-07	4.275501	1.404071e-05	0.0007735641	-8.638081e-07	0	0	0	
164.208	24	19	44	49	1	-1496	-1.363052e-06	4.27551	4.574383e-05	0.0007254527	-6.671099e-07	0	0	0	
164.212	24	19	44	49	1	-1496	-2.913608e-06	4.275531	0.0001008768	0.0006280507	-4.01909e-07	0	0	0	
164.212	24	19	44	49	1	-1496	-2.913608e-06	4.275531	0.0001008768	0.0006280507	-4.01909e-07	0	0	0	
164.216	24	19	44	49	1	-1496	-5.129592e-06	4.275567	0.0001790759	0.0005058244	-1.404341e-07	0	0	0	
164.216	24	19	44	50	1	-1496	-5.129592e-06	4.275567	0.0001790759	0.0005058244	-1.404341e-07	0	0	0	
164.236	24	19	44	50	1	-1496	-1.941683e-05	4.275907	0.0008145946	-0.0001712724	2.481221e-06	0	0	0	
164.248	24	19	44	50	1	-1496	-3.543888e-05	4.276607	0.001161975	-0.0003660073	4.760344e-06	0	0	0	
164.256	24	19	44	50	1	-1496	-4.206582e-05	4.2771	0.001323849	-0.000403555	5.817402e-06	0	0	0	
164.256	24	19	44	50	1	-1496	-4.206582e-05	4.2771	0.00139401	-0.0004021337	5.813557e-06	0	0	0	
164.26	24	19	44	50	1	-1496	-4.539237e-05	4.277383	0.00139401	-0.0004021337	5.813557e-06	0	0	0	
164.264	24	19	44	50	1	-1496	-4.539237e-05	4.277383	0.001451209	-0.0003911896	5.447564e-06	0	0	0	
164.264	24	19	44	50	1	-1496	-4.857827e-05	4.27769	0.001451209	-0.0003911896	5.447564e-06	0	0	0	
164.272	24	19	44	50	1	-1496	-5.169078e-05	4.278021	0.001533803	-0.0003333073	3.666212e-06	0	0	0	
164.292	24	19	44	50	1	-1496	-6.799281e-05	4.280517	0.001503558	0.0001216421	-5.502047e-06	0	0	0	
164.304	24	19	44	50	1	-1496	-7.229239e-05	4.282092	0.001253548	0.0006729547	-1.132326e-05	0	0	0	
164.308	24	19	44	50	1	-1496	-7.314473e-05	4.282666	0.001134764	0.0009080969	-1.28573e-05	0	0	0	
164.312	24	19	44	50	1	-1496	-7.356081e-05	4.283263	0.0009943677	0.001153414	-1.417015e-05	0	0	0	
