time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	24	19	49	24	0	0	0	0	-9.073284e-10	0.0007966889	-1.641801e-06	0	0	0	
0	24	19	49	24	1	-1494	-1.570297e-07	4.2755	-9.075689e-10	0.0007966898	-1.641802e-06	0	0	0	
0.02	24	19	49	24	1	-1494	-1.570297e-07	4.2755	-7.065809e-10	0.0007966876	-1.641806e-06	0	0	0	
0.048	24	19	49	24	1	-1494	-2.17893e-07	4.275506	-3.321725e-06	0.0008112371	-4.313644e-06	0	0	0	
0.076	24	19	49	24	1	-1494	7.128946e-06	4.275952	-0.000266442	0.0005358896	-1.813448e-05	0	0	0	
0.104	24	19	49	24	1	-1494	1.137085e-05	4.277363	-0.0003484282	-0.000140265	-2.968129e-05	0	0	0	
0.124	24	19	49	24	1	-1494	8.833038e-06	4.279007	-9.861306e-05	-5.919496e-06	-3.549885e-05	0	0	0	
0.144	24	19	49	24	1	-1494	3.07992e-06	4.281181	0.000175567	0.0003352216	-3.579853e-05	0	0	0	
0.168	24	19	49	24	1	-1494	-7.070829e-06	4.284484	0.0006430413	0.001036967	-3.231577e-05	0	0	0	
0.188	24	19	49	24	1	-1494	-2.146962e-05	4.287813	0.001134198	0.001553843	-2.219962e-05	0	0	0	
0.204	24	19	49	25	1	-1494	-3.521876e-05	4.290059	0.001676739	0.00162573	-9.997747e-06	0	0	0	
0.224	24	19	49	25	1	-1494	-7.464528e-05	4.295106	0.002448969	0.001131022	2.25754e-06	0	0	0	
0.244	24	19	49	25	1	-1494	-0.0001057903	4.298878	0.003021395	0.0001300015	1.303636e-05	0	0	0	
0.272	24	19	49	25	1	-1493.999	-0.0001671886	4.307389	0.00303606	-0.0004865269	2.792631e-05	0	0	0	
0.284	24	19	49	25	1	-1493.999	-0.0001914907	4.310909	0.002805842	-1.048997e-05	3.322491e-05	0	0	0	
0.308	24	19	49	25	1	-1493.999	-0.0002386135	4.318481	0.00185648	0.00144389	4.594268e-05	0	0	0	
0.332	24	19	49	25	1	-1493.999	-0.0002795437	4.326753	0.0002986201	0.002889596	6.297438e-05	0	0	0	
0.348	24	19	49	25	1	-1493.999	-0.0003053686	4.332651	-0.0008478726	0.003625877	7.288011e-05	0	0	0	
0.368	24	19	49	25	1	-1493.999	-0.0003431586	4.340452	-0.001964045	0.003872661	8.673124e-05	0	0	0	
0.384	24	19	49	25	1	-1493.999	-0.0003820566	4.347031	-0.002351404	0.00315927	0.0001010062	0	0	0	
0.408	24	19	49	25	1	-1493.999	-0.000458853	4.35746	-0.001872914	0.001637416	0.0001261962	0	0	0	
0.436	24	19	49	25	1	-1493.998	-0.00055517	4.370469	-0.0005864699	0.000868324	0.0001511633	0	0	0	
0.468	24	19	49	25	1	-1493.998	-0.0006538958	4.386428	0.0006992466	-5.78224e-05	0.0001784054	0	0	0	
0.48	24	19	49	25	1	-1493.998	-0.0006899588	4.392709	0.00110604	-0.0007921342	0.0001854224	0	0	0	
0.504	24	19	49	25	1	-1493.998	-0.0007506689	4.403533	0.001760715	-0.001767664	0.0001964405	0	0	0	
0.52	24	19	49	25	1	-1493.997	-0.0008123487	4.414797	0.00203889	-0.001744274	0.0002020066	0	0	0	
0.54	24	19	49	25	1	-1493.997	-0.0008746335	4.426494	0.002084694	-0.001224165	0.0002054526	0	0	0	
0.56	24	19	49	25	1	-1493.997	-0.0009425543	4.438617	0.002042951	8.51497e-05	0.0002117202	0	0	0	
0.588	24	19	49	25	1	-1493.996	-0.001047274	4.456304	0.001815591	0.002626397	0.0002272888	0	0	0	
0.608	24	19	49	25	1	-1493.996	-0.001137972	4.469442	0.001873712	0.00343054	0.0002378798	0	0	0	
0.636	24	19	49	26	1	-1493.996	-0.001284009	4.488534	0.002140563	0.002319796	0.0002472288	0	0	0	
0.668	24	19	49	26	1	-1493.995	-0.001459719	4.511337	0.002003833	-0.0003421258	0.0002510974	0	0	0	
0.692	24	19	49	26	1	-1493.995	-0.001602077	4.529117	0.001766314	-0.002029623	0.0002459238	0	0	0	
0.724	24	19	49	26	1	-1493.995	-0.001783528	4.553714	0.0006167681	-0.001871302	0.0002342893	0	0	0	
0.752	24	19	49	26	1	-1493.994	-0.001916112	4.572816	-0.0006760449	0.00084766	0.000225941	0	0	0	
0.772	24	19	49	26	1	-1493.994	-0.002060668	4.592472	-0.001165972	0.002830332	0.000217301	0	0	0	
