time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	23	20	57	33	0	0	0	0	0	0	0	0	0	0	
0	23	20	57	33	0	0	0	0	0	0	0	0	0	0	
0	23	20	57	33	1	-1506	-1.824109e-09	4.2755	0	0	0	0	0	0	
0.02	23	20	57	33	1	-1506	-2.970178e-07	4.275501	0	0	0	0	0	0	
0.056	23	20	57	33	1	-1506	3.510361e-06	4.27553	0	0	0	0	0	0	
0.08	23	20	57	33	1	-1506	1.630073e-05	4.275565	0	0	0	0	0	0	
0.108	23	20	57	33	1	-1506	3.448886e-05	4.275598	0	0	0	0	0	0	
0.136	23	20	57	33	1	-1506	5.017576e-05	4.275635	0	0	0	0	0	0	
0.152	23	20	57	33	1	-1506	5.677314e-05	4.275662	0	0	0	0	0	0	
0.18	23	20	57	33	1	-1506	6.353542e-05	4.275698	0	0	0	0	0	0	
0.2	23	20	57	33	1	-1506	7.595593e-05	4.275726	0	0	0	0	0	0	
0.22	23	20	57	33	1	-1505.999	9.464858e-05	4.275757	0	0	0	0	0	0	
0.24	23	20	57	33	1	-1505.999	9.909337e-05	4.275783	0	0	0	0	0	0	
0.26	23	20	57	33	1	-1505.999	9.188973e-05	4.275808	0	0	0	0	0	0	
0.284	23	20	57	33	1	-1505.999	7.517685e-05	4.275837	0	0	0	0	0	0	
0.3	23	20	57	33	1	-1505.999	7.028454e-05	4.275857	0	0	0	0	0	0	
0.316	23	20	57	33	1	-1505.999	7.119739e-05	4.275875	0	0	0	0	0	0	
0.356	23	20	57	33	1	-1505.999	7.354585e-05	4.27592	0	0	0	0	0	0	
0.4	23	20	57	33	1	-1505.998	5.44547e-05	4.275979	0	0	0	0	0	0	
0.44	23	20	57	34	1	-1505.998	3.51983e-05	4.276033	-0.0009504111	0.002632144	0.0006183334	0	0	0	
0.484	23	20	57	34	1	-1505.998	2.005868e-05	4.276584	-0.001383754	0.0003992387	0.0006214758	0	0	0	
0.504	23	20	57	34	1	-1505.998	1.795916e-05	4.278132	-0.001440639	-0.0006682329	0.000623339	0	0	0	
0.524	23	20	57	34	1	-1505.998	9.795662e-06	4.28029	-0.00103762	-0.001371372	0.0006235543	0	0	0	
0.548	23	20	57	34	1	-1505.997	-8.266659e-06	4.283939	0.0001065802	-0.00175748	0.0006196183	0	0	0	
