time	day	hour	min	sec	control_state	uav_pos_x	uav_pos_y	uav_pos_z	uav_roll	uav_pitch	uav_yaw	uav_vel_x	uav_vel_y	uav_vel_z	
0	23	20	46	42	0	0	0	0	0	0	0	0	0	0	
0	23	20	46	42	1	-1496	-1.111142e-07	4.2755	0	0	0	0	0	0	
0.004	23	20	46	42	1	-1496	-1.111142e-07	4.2755	0	0	0	0	0	0	
0.012	23	20	46	42	1	-1496	-1.111142e-07	4.2755	0	0	0	0	0	0	
0.036	23	20	46	42	1	-1496	-1.111142e-07	4.2755	0	0	0	0	0	0	
0.052	23	20	46	42	1	-1496	2.467685e-07	4.2755	-3.747397e-06	0.000799686	-1.234773e-06	0	0	0	
0.056	23	20	46	42	1	-1496	2.467685e-07	4.2755	-1.126279e-05	0.0008100303	-2.261129e-06	0	0	0	
0.08	23	20	46	42	1	-1496	4.578771e-06	4.275557	-7.661802e-05	0.0007947565	-1.637538e-06	0	0	0	
0.1	23	20	46	42	1	-1496	8.464498e-06	4.276164	-0.0001050164	0.0008193763	1.084345e-06	0	0	0	
0.104	23	20	46	42	1	-1496	8.755856e-06	4.276344	-9.684763e-05	0.0008635616	1.828517e-06	0	0	0	
0.108	23	20	46	42	1	-1496	9.09203e-06	4.276548	-8.949159e-05	0.0009190295	2.594087e-06	0	0	0	
0.128	23	20	46	42	1	-1496	1.217717e-05	4.277926	-9.116374e-05	0.001060167	5.970483e-06	0	0	0	
0.152	23	20	46	42	1	-1496	1.486283e-05	4.27991	-4.111183e-05	0.001161702	7.488093e-06	0	0	0	
0.152	23	20	46	42	1	-1496	1.50179e-05	4.28038	-4.111183e-05	0.001161702	7.488093e-06	0	0	0	
0.152	23	20	46	42	1	-1496	1.50179e-05	4.28038	-4.111183e-05	0.001161702	7.488093e-06	0	0	0	
0.168	23	20	46	43	1	-1496	1.140772e-05	4.282501	0.0001901079	0.001296685	1.032613e-05	0	0	0	
0.196	23	20	46	43	1	-1496	-7.056059e-06	4.287138	0.0009506593	0.0007240219	1.632563e-05	0	0	0	
0.204	23	20	46	43	1	-1496	-1.714676e-05	4.288678	0.00129429	0.0004879579	1.764227e-05	0	0	0	
0.216	23	20	46	43	1	-1496	-3.543584e-05	4.291166	0.002036194	9.58257e-05	1.903074e-05	0	0	0	
