time	day	hour	min	sec	vessel_a_x	vessel_a_y	vessel_a_z	vessel_b_x	vessel_b_y	vessel_b_z	vessel_c_x	vessel_c_y	vessel_c_z	vessel_d_x	vessel_d_y	vessel_d_z	vessel_e_x	vessel_e_y	vessel_e_z	vessel_f_x	vessel_f_y	vessel_f_z	vessel_g_x	vessel_g_y	vessel_g_z	suav_1_x	suav_1_y	suav_1_z	suav_2_x	suav_2_y	suav_2_z	suav_3_x	suav_3_y	suav_3_z	suav_4_x	suav_4_y	suav_4_z	suav_5_x	suav_5_y	suav_5_z	suav_6_x	suav_6_y	suav_6_z	
54.696	22	12	55	43	-1400.611	19.77306	0.3727791	27.34308	-0.01047067	0.3869676	400.0004	-999.997	0.3390962	999.9994	1200.003	0.3708786	-1000.18	-499.9975	0.2095161	-100.175	600.0036	0.2246713	-899.9695	999.9928	0.3990778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.72	22	12	55	43	-1400.611	19.77299	0.3733534	27.35746	-0.01048366	0.3851436	400.0004	-999.997	0.3412473	999.9993	1200.003	0.368342	-1000.18	-499.9975	0.2119411	-100.1751	600.0036	0.2238383	-899.9694	999.9928	0.4006243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.728	22	12	55	43	-1400.612	19.77297	0.3735241	27.36156	-0.0104874	0.384625	400.0004	-999.997	0.3418759	999.9993	1200.003	0.3676185	-1000.18	-499.9975	0.2126467	-100.1751	600.0036	0.2236143	-899.9694	999.9928	0.4010619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.748	22	12	55	43	-1400.612	19.77291	0.3739637	27.37183	-0.01049675	0.3833339	400.0004	-999.997	0.3434683	999.9993	1200.003	0.365814	-1000.18	-499.9976	0.214434	-100.1752	600.0036	0.223082	-899.9694	999.9928	0.4021472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.768	22	12	55	43	-1400.612	19.77286	0.3744223	27.3821	-0.01050614	0.3820503	400.0004	-999.997	0.3450841	999.9992	1200.003	0.3640196	-1000.18	-499.9976	0.2162536	-100.1752	600.0036	0.2225895	-899.9694	999.9928	0.4032192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.784	22	12	55	43	-1400.612	19.77282	0.3748031	27.39032	-0.01051366	0.3810286	400.0004	-999.997	0.3463892	999.9992	1200.003	0.3625958	-1000.18	-499.9976	0.2177314	-100.1752	600.0036	0.2222248	-899.9694	999.9928	0.4040666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.804	22	12	55	44	-1400.612	19.77277	0.3752966	27.40059	-0.01052308	0.3797577	400.0004	-999.997	0.3480322	999.9992	1200.003	0.3608375	-1000.18	-499.9976	0.2196053	-100.1753	600.0036	0.2218067	-899.9694	999.9928	0.4051125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.816	22	12	55	44	-1400.612	19.77273	0.3756023	27.40675	-0.01052875	0.3789981	400.0004	-999.997	0.3490233	999.9991	1200.003	0.3597975	-1000.18	-499.9976	0.2207433	-100.1753	600.0036	0.2215766	-899.9693	999.9928	0.4057325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.84	22	12	55	44	-1400.612	19.77267	0.3762352	27.41908	-0.0105401	0.377485	400.0004	-999.997	0.3510176	999.9991	1200.003	0.3577605	-1000.181	-499.9976	0.2230491	-100.1754	600.0036	0.2211647	-899.9693	999.9928	0.4069549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.864	22	12	55	44	-1400.612	19.77261	0.3768971	27.4314	-0.01055147	0.3759795	400.0004	-999.997	0.353031	999.9991	1200.003	0.3557937	-1000.181	-499.9976	0.2253928	-100.1754	600.0036	0.2208202	-899.9693	999.9928	0.4081527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.876	22	12	55	44	-1400.612	19.77258	0.377239	27.43756	-0.01055718	0.3752294	400.0004	-999.997	0.3540471	999.999	1200.003	0.354841	-1000.181	-499.9976	0.2265784	-100.1755	600.0036	0.2206742	-899.9693	999.9928	0.4087419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.908	22	12	55	44	-1400.612	19.7725	0.3781864	27.45399	-0.01057241	0.3732384	400.0004	-999.997	0.3567989	999.999	1200.003	0.3524132	-1000.181	-499.9976	0.2297822	-100.1755	600.0037	0.2203744	-899.9693	999.9928	0.41028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.92	22	12	55	44	-1400.612	19.77247	0.3785551	27.46015	-0.01057813	0.3724957	400.0004	-999.997	0.3574988	999.999	1200.003	0.3518335	-1000.181	-499.9976	0.2305923	-100.1756	600.0037	0.2203202	-899.9692	999.9928	0.4106568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.952	22	12	55	44	-1400.613	19.77239	0.3795736	27.47658	-0.01059335	0.3705284	400.0004	-999.997	0.360725	999.9989	1200.003	0.3493641	-1000.181	-499.9976	0.2342799	-100.1756	600.0037	0.2201824	-899.9692	999.9928	0.4123122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.964	22	12	55	44	-1400.613	19.77236	0.3799687	27.48274	-0.01059904	0.3697966	400.0004	-999.997	0.3618329	999.9989	1200.003	0.3485915	-1000.181	-499.9977	0.2355234	-100.1757	600.0037	0.2201753	-899.9692	999.9928	0.412849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54.996	22	12	55	44	-1400.613	19.77229	0.381057	27.49917	-0.0106141	0.3678652	400.0004	-999.997	0.3648803	999.9988	1200.003	0.3466476	-1000.182	-499.9977	0.2388699	-100.1757	600.0037	0.220252	-899.9692	999.9928	0.4142427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.008	22	12	55	44	-1400.613	19.77226	0.3814779	27.50533	-0.0106197	0.3671496	400.0004	-999.997	0.3660604	999.9988	1200.003	0.3459594	-1000.182	-499.9977	0.2401351	-100.1757	600.0037	0.2203165	-899.9692	999.9928	0.4147508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.036	22	12	55	44	-1400.613	19.77219	0.3824864	27.5197	-0.01063264	0.3655013	400.0004	-999.997	0.3688976	999.9988	1200.003	0.3444295	-1000.182	-499.9977	0.2431057	-100.1758	600.0037	0.2205419	-899.9691	999.9928	0.4159053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.056	22	12	55	44	-1400.613	19.77214	0.3832289	27.52997	-0.01064177	0.3643441	400.0003	-999.997	0.3709957	999.9987	1200.003	0.3433934	-1000.182	-499.9977	0.2452407	-100.1758	600.0037	0.2207664	-899.9691	999.9928	0.4167027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.084	22	12	55	44	-1400.613	19.77208	0.3842983	27.54434	-0.0106544	0.3627552	400.0003	-999.997	0.3740284	999.9987	1200.003	0.3420069	-1000.182	-499.9977	0.2482433	-100.1759	600.0038	0.2211685	-899.9691	999.9927	0.4177806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.104	22	12	55	44	-1400.613	19.77203	0.3850827	27.55461	-0.01066335	0.3616439	400.0003	-999.997	0.3762564	999.9986	1200.003	0.3410535	-1000.182	-499.9977	0.2503948	-100.1759	600.0038	0.2215174	-899.9691	999.9927	0.4185228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.12	22	12	55	44	-1400.613	19.77199	0.3857221	27.56282	-0.01067047	0.3607697	400.0003	-999.9971	0.3780709	999.9986	1200.003	0.3403085	-1000.182	-499.9977	0.2521183	-100.176	600.0038	0.221833	-899.969	999.9927	0.4190997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.152	22	12	55	44	-1400.613	19.77192	0.3870308	27.57925	-0.01068465	0.3590622	400.0003	-999.9971	0.3817677	999.9985	1200.003	0.3388571	-1000.183	-499.9978	0.2555666	-100.176	600.0038	0.22256	-899.969	999.9927	0.4202079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.18	22	12	55	44	-1400.614	19.77185	0.3882065	27.59362	-0.01069705	0.3576145	400.0003	-999.9971	0.3850524	999.9985	1200.003	0.3376223	-1000.183	-499.9978	0.2585798	-100.1761	600.0038	0.2232991	-899.969	999.9927	0.4211264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.2	22	12	55	44	-1400.614	19.77181	0.3890623	27.60389	-0.0107059	0.3566077	400.0002	-999.9971	0.3874125	999.9985	1200.003	0.3367585	-1000.183	-499.9978	0.2607266	-100.1761	600.0038	0.2238848	-899.969	999.9927	0.4217526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.24	22	12	55	44	-1400.614	19.77172	0.39081	27.62442	-0.01072359	0.3546637	400.0002	-999.9971	0.3921325	999.9984	1200.003	0.3350782	-1000.183	-499.9978	0.2649988	-100.1762	600.0038	0.225198	-899.9689	999.9927	0.4229275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.252	22	12	55	45	-1400.614	19.77169	0.3913427	27.63058	-0.01072888	0.3540986	400.0002	-999.9971	0.3935426	999.9984	1200.003	0.3345874	-1000.183	-499.9978	0.2662735	-100.1762	600.0038	0.2256285	-899.9689	999.9927	0.4232592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.28	22	12	55	45	-1400.614	19.77162	0.3925985	27.64495	-0.01074118	0.352812	400.0002	-999.9971	0.3968153	999.9983	1200.003	0.3334684	-1000.183	-499.9978	0.2692326	-100.1763	600.0038	0.2266985	-899.9689	999.9927	0.4239949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.296	22	12	55	45	-1400.614	19.77159	0.3933233	27.65316	-0.01074817	0.3520965	400.0002	-999.9971	0.3986734	999.9983	1200.003	0.3328467	-1000.184	-499.9978	0.2709132	-100.1763	600.0038	0.2273512	-899.9689	999.9927	0.4243906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.332	22	12	55	45	-1400.614	19.7715	0.3949694	27.67163	-0.01076376	0.3505371	400.0001	-999.9971	0.4028263	999.9982	1200.003	0.3314987	-1000.184	-499.9978	0.2746638	-100.1764	600.0039	0.2289314	-899.9688	999.9927	0.4252143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.344	22	12	55	45	-1400.614	19.77148	0.3955218	27.67779	-0.01076891	0.3500324	400.0001	-999.9971	0.4042043	999.9982	1200.003	0.3310649	-1000.184	-499.9978	0.2759039	-100.1764	600.0039	0.2294931	-899.9688	999.9927	0.4254679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.368	22	12	55	45	-1400.614	19.77142	0.3966304	27.69011	-0.01077916	0.3490449	400.0001	-999.9971	0.4069563	999.9981	1200.003	0.3302187	-1000.184	-499.9978	0.2783679	-100.1765	600.0039	0.2306696	-899.9688	999.9927	0.4259432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.392	22	12	55	45	-1400.614	19.77137	0.3977421	27.70242	-0.01078933	0.3480866	400.0001	-999.9971	0.4097098	999.9981	1200.003	0.3293969	-1000.184	-499.9978	0.2808091	-100.1765	600.0039	0.231918	-899.9688	999.9926	0.4263756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.408	22	12	55	45	-1400.614	19.77134	0.3982983	27.70858	-0.01079439	0.3476187	400	-999.9971	0.4110894	999.9981	1200.003	0.328993	-1000.184	-499.9979	0.2820206	-100.1765	600.0039	0.2325694	-899.9688	999.9926	0.4265754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.436	22	12	55	45	-1400.615	19.77127	0.3997797	27.725	-0.01080781	0.3464092	400	-999.9971	0.4147841	999.998	1200.003	0.3279293	-1000.185	-499.9979	0.2852197	-100.1766	600.0039	0.2343945	-899.9687	999.9926	0.4270549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.092	22	12	55	45	-1400.615	19.77126	0.3999644	27.72706	-0.01080948	0.3462622	400	-999.9971	0.4152479	999.998	1200.003	0.3277969	-1000.185	-499.9979	0.2856162	-100.1766	600.0039	0.2346316	-899.9687	999.9926	0.4271094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.468	22	12	55	45	-1400.615	19.77119	0.4012535	27.74142	-0.01082111	0.3452606	400	-999.9972	0.4185062	999.998	1200.003	0.3268675	-1000.185	-499.9979	0.2883688	-100.1766	600.0039	0.2363458	-899.9687	999.9926	0.4274559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.488	22	12	55	45	-1400.615	19.77114	0.4021678	27.75169	-0.01082935	0.3445773	399.9999	-999.9972	0.4208451	999.9979	1200.003	0.3261945	-1000.185	-499.9979	0.2903092	-100.1767	600.0039	0.2376274	-899.9687	999.9926	0.4276664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.508	22	12	55	45	-1400.615	19.7711	0.4030751	27.76195	-0.01083752	0.3439233	399.9999	-999.9972	0.4231901	999.9979	1200.003	0.3255078	-1000.185	-499.9979	0.2922265	-100.1767	600.0039	0.2389549	-899.9687	999.9926	0.427846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.536	22	12	55	45	-1400.615	19.77103	0.40433	27.77632	-0.01084882	0.3430607	399.9999	-999.9972	0.4264742	999.9979	1200.002	0.324515	-1000.185	-499.9979	0.294869	-100.1767	600.004	0.2408871	-899.9686	999.9926	0.4280456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.564	22	12	55	45	-1400.615	19.77098	0.4053884	27.78863	-0.01085836	0.3423738	399.9998	-999.9972	0.4292787	999.9978	1200.002	0.3236312	-1000.185	-499.9979	0.2970927	-100.1768	600.004	0.2426086	-899.9686	999.9926	0.4281687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.24	22	12	55	45	-1400.615	19.77092	0.4064276	27.80095	-0.01086777	0.3417374	399.9998	-999.9972	0.4320613	999.9978	1200.002	0.3227193	-1000.186	-499.9979	0.2992758	-100.1768	600.004	0.2443874	-899.9686	999.9926	0.4282477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.252	22	12	55	45	-1400.615	19.77088	0.4071082	27.80916	-0.01087398	0.3413417	399.9998	-999.9972	0.4338982	999.9978	1200.002	0.3220993	-1000.186	-499.9979	0.3007075	-100.1769	600.004	0.2456039	-899.9686	999.9926	0.428276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.616	22	12	55	45	-1400.615	19.77084	0.4077781	27.81737	-0.01088016	0.3409687	399.9998	-999.9972	0.4357166	999.9977	1200.002	0.3214735	-1000.186	-499.9979	0.3021196	-100.1769	600.004	0.2468443	-899.9685	999.9926	0.4282849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.268	22	12	55	45	-1400.615	19.77081	0.4084363	27.82558	-0.0108863	0.3406183	399.9997	-999.9972	0.4375132	999.9977	1200.002	0.3208465	-1000.186	-499.9979	0.3035116	-100.1769	600.004	0.2481079	-899.9685	999.9926	0.4282746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.656	22	12	55	45	-1400.615	19.77075	0.4093995	27.83789	-0.01089547	0.3401342	399.9997	-999.9972	0.4401607	999.9977	1200.002	0.3199151	-1000.186	-499.9979	0.3055609	-100.177	600.004	0.2500459	-899.9685	999.9926	0.4282228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.68	22	12	55	46	-1400.615	19.77069	0.4103311	27.85021	-0.01090463	0.3396985	399.9997	-999.9973	0.442743	999.9976	1200.002	0.3190129	-1000.186	-499.9979	0.3075627	-100.177	600.004	0.2520336	-899.9685	999.9926	0.4281278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.704	22	12	55	46	-1400.616	19.77063	0.411228	27.86253	-0.01091378	0.339309	399.9996	-999.9973	0.445252	999.9976	1200.002	0.3181622	-1000.186	-499.9979	0.3095158	-100.1771	600.004	0.2540694	-899.9684	999.9925	0.4279892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.296	22	12	55	46	-1400.616	19.77058	0.4120868	27.87484	-0.01092293	0.3389636	399.9996	-999.9973	0.44768	999.9976	1200.002	0.3173852	-1000.187	-499.9979	0.3114195	-100.1771	600.0041	0.2561518	-899.9684	999.9925	0.4278069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.768	22	12	55	46	-1400.616	19.77048	0.413425	27.89537	-0.01093816	0.3384803	399.9995	-999.9973	0.4515287	999.9975	1200.002	0.3163096	-1000.187	-499.9978	0.3144808	-100.1772	600.0041	0.2597221	-899.9684	999.9925	0.4274052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.32	22	12	55	46	-1400.616	19.77045	0.413802	27.90152	-0.0109427	0.3383566	399.9995	-999.9973	0.4526314	999.9975	1200.002	0.3160501	-1000.187	-499.9978	0.3153719	-100.1772	600.0041	0.2608167	-899.9683	999.9925	0.4272608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.824	22	12	55	46	-1400.616	19.77034	0.4150781	27.9241	-0.01095922	0.3379815	399.9994	-999.9973	0.4564537	999.9974	1200.002	0.3153778	-1000.187	-499.9978	0.318531	-100.1773	600.0041	0.2649188	-899.9683	999.9925	0.4266362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.832	22	12	55	46	-1400.616	19.77032	0.4152913	27.92821	-0.0109622	0.337926	399.9994	-999.9973	0.4571096	999.9974	1200.002	0.3153041	-1000.187	-499.9978	0.3190871	-100.1773	600.0041	0.2656792	-899.9683	999.9925	0.4265067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.872	22	12	55	46	-1400.616	19.77023	0.4162631	27.94873	-0.01097693	0.3377036	399.9993	-999.9974	0.4601984	999.9974	1200.002	0.3151538	-1000.188	-499.9978	0.3217836	-100.1774	600.0041	0.2695457	-899.9682	999.9925	0.4257859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.884	22	12	55	46	-1400.616	19.7702	0.4165227	27.95489	-0.01098131	0.3376545	399.9993	-999.9974	0.4610611	999.9974	1200.002	0.3151758	-1000.188	-499.9978	0.3225651	-100.1775	600.0041	0.2707258	-899.9682	999.9925	0.4255461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.92	22	12	55	46	-1400.616	19.77011	0.4172077	27.97336	-0.01099438	0.3375557	399.9993	-999.9974	0.4634637	999.9973	1200.002	0.3154041	-1000.188	-499.9978	0.3248335	-100.1775	600.0041	0.2743181	-899.9682	999.9925	0.4247625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.936	22	12	55	46	-1400.616	19.77007	0.417465	27.98157	-0.01100018	0.3375356	399.9992	-999.9974	0.4644391	999.9973	1200.002	0.3155736	-1000.188	-499.9978	0.3258047	-100.1776	600.0041	0.2759378	-899.9682	999.9925	0.4243837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
55.964	22	12	55	46	-1400.617	19.77001	0.4178421	27.99594	-0.01101032	0.3375378	399.9992	-999.9974	0.4660038	999.9973	1200.002	0.3159513	-1000.188	-499.9977	0.327449	-100.1777	600.0041	0.2788022	-899.9681	999.9924	0.4236763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.38	22	12	55	46	-1400.617	19.76997	0.4180142	28.00415	-0.01101612	0.3375614	399.9992	-999.9974	0.4668147	999.9973	1200.002	0.3162056	-1000.188	-499.9977	0.3283567	-100.1777	600.0041	0.2804542	-899.9681	999.9924	0.4232471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.004	22	12	55	46	-1400.617	19.76991	0.4182112	28.01647	-0.01102482	0.3376291	399.9991	-999.9974	0.4679149	999.9972	1200.002	0.3166296	-1000.188	-499.9977	0.329674	-100.1778	600.0041	0.2829493	-899.9681	999.9924	0.4225698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.404	22	12	55	46	-1400.617	19.76988	0.4182814	28.02263	-0.01102918	0.3376781	399.9991	-999.9974	0.4684122	999.9972	1200.002	0.3168581	-1000.188	-499.9977	0.3303127	-100.1778	600.0041	0.2842035	-899.9681	999.9924	0.4222162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.052	22	12	55	46	-1400.617	19.7698	0.4183748	28.0411	-0.01104225	0.3378883	399.9991	-999.9975	0.4696865	999.9972	1200.002	0.3176017	-1000.189	-499.9977	0.3321481	-100.1779	600.0042	0.2879861	-899.968	999.9924	0.4210971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.068	22	12	55	46	-1400.617	19.76976	0.4183583	28.04931	-0.01104805	0.3380125	399.999	-999.9975	0.4701452	999.9972	1200.002	0.31796	-1000.189	-499.9977	0.3329248	-100.178	600.0042	0.2896746	-899.968	999.9924	0.4205721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.096	22	12	55	46	-1400.617	19.7697	0.4182405	28.06368	-0.0110582	0.338275	399.999	-999.9975	0.4707819	999.9971	1200.002	0.3186334	-1000.189	-499.9976	0.3342264	-100.178	600.0042	0.2926368	-899.968	999.9924	0.4196136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.428	22	12	55	46	-1400.617	19.76966	0.4181212	28.07189	-0.01106399	0.33845	399.999	-999.9975	0.4710482	999.9971	1200.002	0.3190494	-1000.189	-499.9976	0.3349373	-100.1781	600.0042	0.2943323	-899.968	999.9924	0.4190436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.144	22	12	55	46	-1400.617	19.76959	0.417766	28.08832	-0.01107559	0.3388505	399.9989	-999.9975	0.4713605	999.9971	1200.002	0.3199666	-1000.189	-499.9976	0.3362883	-100.1782	600.0042	0.2977265	-899.9679	999.9924	0.4178562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.448	22	12	55	47	-1400.617	19.76955	0.4175289	28.09653	-0.01108141	0.3390741	399.9989	-999.9975	0.471404	999.9971	1200.002	0.3204761	-1000.189	-499.9976	0.3369288	-100.1783	600.0042	0.2994242	-899.9679	999.9924	0.4172393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.184	22	12	55	47	-1400.617	19.7695	0.4170972	28.10885	-0.01109017	0.3394354	399.9989	-999.9975	0.4713258	999.997	1200.002	0.3213161	-1000.189	-499.9976	0.3378462	-100.1783	600.0042	0.3019697	-899.9679	999.9924	0.4162854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.468	22	12	55	47	-1400.617	19.76945	0.4165725	28.12117	-0.01109899	0.3398245	399.9988	-999.9975	0.4710743	999.997	1200.002	0.3222584	-1000.19	-499.9975	0.3387126	-100.1784	600.0042	0.3045122	-899.9678	999.9924	0.4152981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.232	22	12	55	47	-1400.617	19.76939	0.4159532	28.13349	-0.01110786	0.3402378	399.9988	-999.9976	0.4706498	999.997	1200.002	0.3233132	-1000.19	-499.9975	0.3395287	-100.1785	600.0042	0.3070492	-899.9678	999.9923	0.4142777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.476	22	12	55	47	-1400.617	19.76934	0.4152375	28.1458	-0.01111678	0.3406722	399.9988	-999.9976	0.4700557	999.997	1200.002	0.3244865	-1000.19	-499.9975	0.3402953	-100.1786	600.0042	0.309578	-899.9678	999.9923	0.4132249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.28	22	12	55	47	-1400.617	19.76929	0.4144242	28.15812	-0.01112573	0.3411254	399.9987	-999.9976	0.4693023	999.9969	1200.002	0.3257796	-1000.19	-499.9975	0.3410132	-100.1787	600.0041	0.3120955	-899.9678	999.9923	0.4121403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.504	22	12	55	47	-1400.618	19.76924	0.4135119	28.17044	-0.01113467	0.3415954	399.9987	-999.9976	0.4684055	999.9969	1200.002	0.3271884	-1000.19	-499.9974	0.3416831	-100.1788	600.0041	0.3145984	-899.9677	999.9923	0.4110247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.332	22	12	55	47	-1400.618	19.76919	0.412321	28.18481	-0.01114506	0.3421628	399.9987	-999.9976	0.4672058	999.9969	1200.002	0.3289661	-1000.19	-499.9974	0.3424047	-100.1789	600.0041	0.3174955	-899.9677	999.9923	0.409685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.352	22	12	55	47	-1400.618	19.76915	0.4113862	28.19508	-0.01115244	0.3425796	399.9987	-999.9976	0.4662678	999.9969	1200.002	0.3303136	-1000.19	-499.9974	0.3428812	-100.179	600.0041	0.3195468	-899.9677	999.9923	0.4087039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.38	22	12	55	47	-1400.618	19.7691	0.4099586	28.20945	-0.0111627	0.343178	399.9986	-999.9976	0.4648725	999.9968	1200.002	0.3322896	-1000.19	-499.9974	0.3434944	-100.1791	600.0041	0.3223888	-899.9676	999.9923	0.4072979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.4	22	12	55	47	-1400.618	19.76906	0.4088536	28.21972	-0.01117	0.3436154	399.9986	-999.9977	0.4638368	999.9968	1200.002	0.3337521	-1000.191	-499.9973	0.3438941	-100.1792	600.0041	0.3243944	-899.9676	999.9923	0.4062716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.412	22	12	55	47	-1400.618	19.76904	0.4081564	28.22588	-0.01117438	0.3438817	399.9986	-999.9977	0.4632062	999.9968	1200.002	0.3346455	-1000.191	-499.9973	0.3441188	-100.1792	600.0041	0.3255869	-899.9676	999.9923	0.4056473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
76.556	22	12	55	47	-1400.618	19.76897	0.4059102	28.24436	-0.01118749	0.3446982	399.9985	-999.9977	0.4612996	999.9968	1200.002	0.337378	-1000.191	-499.9973	0.3447249	-100.1794	600.0041	0.3291092	-899.9676	999.9923	0.4037388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.468	22	12	55	47	-1400.618	19.76894	0.4045621	28.25463	-0.01119481	0.3451637	399.9985	-999.9977	0.4602432	999.9967	1200.002	0.3389198	-1000.191	-499.9973	0.3450179	-100.1795	600.0041	0.331026	-899.9675	999.9923	0.4026566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56.496	22	12	55	47	-1400.618	19.76889	0.4025549	28.269	-0.01120512	0.3458307	399.9985	-999.9977	0.4587767	999.9967	1200.002	0.3410968	-1000.191	-499.9972	0.3453757	-100.1796	600.0041	0.3336554	-899.9675	999.9922	0.4011171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
