time	day	hour	min	sec	vessel_a_x	vessel_a_y	vessel_a_z	vessel_b_x	vessel_b_y	vessel_b_z	vessel_c_x	vessel_c_y	vessel_c_z	vessel_d_x	vessel_d_y	vessel_d_z	vessel_e_x	vessel_e_y	vessel_e_z	vessel_f_x	vessel_f_y	vessel_f_z	vessel_g_x	vessel_g_y	vessel_g_z	buav_1_x	buav_1_y	buav_1_z	buav_2_x	buav_2_y	buav_2_z	buav_3_x	buav_3_y	buav_3_z	buav_4_x	buav_4_y	buav_4_z	buav_5_x	buav_5_y	buav_5_z	buav_6_x	buav_6_y	buav_6_z	
9.528	22	13	22	29	-1400.033	19.99007	0.4044748	4.159827	-0.001018989	0.4039578	399.998	-999.9992	0.3285362	999.9971	1200.001	0.3871502	-1000.017	-500.0004	0.2013522	-100.0215	599.9973	0.2210644	-899.9996	1000.001	0.3736617	-1492	4.021077e-05	4.28057	-1494	7.138279e-06	4.276992	-1496	1.52589e-06	4.275562	-1498	4.523306e-09	4.2755	0	0	0	0	0	0	
9.544	22	13	22	29	-1400.033	19.98998	0.4071917	4.168033	-0.001022635	0.4043753	399.998	-999.9992	0.3295816	999.9971	1200.001	0.3856733	-1000.017	-500.0004	0.2012783	-100.0216	599.9972	0.2213316	-899.9996	1000.001	0.37432	-1492	3.886746e-05	4.282248	-1494	-5.464201e-06	4.277948	-1496	9.444064e-06	4.275806	-1498	4.523306e-09	4.2755	-1500	4.52081e-09	4.2755	0	0	0	
9.568	22	13	22	29	-1400.033	19.98983	0.411212	4.180342	-0.001028139	0.4049861	399.998	-999.9992	0.331189	999.9971	1200.001	0.3834681	-1000.017	-500.0004	0.2012218	-100.0217	599.9972	0.2217911	-899.9996	1000.001	0.3753096	-1492	2.488574e-05	4.285212	-1494	-3.428117e-05	4.279839	-1496	2.619157e-05	4.276601	-1498	-3.098181e-06	4.275552	-1500	4.52081e-09	4.2755	0	0	0	
9.592	22	13	22	29	-1400.034	19.98968	0.4151608	4.192651	-0.001033696	0.4055782	399.998	-999.9992	0.3328436	999.9971	1200.001	0.3812777	-1000.017	-500.0004	0.2012323	-100.0218	599.9972	0.2223173	-899.9996	1000.001	0.3763007	-1492	1.030621e-05	4.288707	-1494	-6.615323e-05	4.282276	-1496	4.394408e-05	4.27794	-1498	-1.056271e-05	4.275977	-1500	4.52081e-09	4.2755	-1502	4.532206e-09	4.2755	
9.604	22	13	22	29	-1400.034	19.98961	0.4171066	4.198805	-0.001036492	0.4058673	399.9979	-999.9992	0.3336886	999.9971	1200.001	0.3801889	-1000.017	-500.0004	0.2012631	-100.0219	599.9972	0.2226043	-899.9995	1000.001	0.3767964	-1492	3.735188e-06	4.290652	-1494	-8.46713e-05	4.283697	-1496	5.222833e-05	4.278815	-1498	-1.522509e-05	4.276382	-1500	-1.121804e-06	4.275505	-1502	4.532206e-09	4.2755	
9.64	22	13	22	29	-1400.035	19.98938	0.4228208	4.217269	-0.001044904	0.4067056	399.9979	-999.9992	0.336293	999.9971	1200.001	0.3769511	-1000.017	-500.0004	0.2014611	-100.0221	599.9972	0.2235566	-899.9995	1000.001	0.3782819	-1491.999	-2.023577e-05	4.297266	-1493.999	-0.000170533	4.288753	-1496	4.897541e-05	4.282254	-1498	-2.939017e-05	4.278416	-1500	-1.361504e-05	4.276039	-1502	4.532206e-09	4.2755	
82.484	22	13	22	30	-1400.035	19.98935	0.4234437	4.21932	-0.001045837	0.4067959	399.9979	-999.9992	0.3365887	999.9971	1200.001	0.3765942	-1000.017	-500.0004	0.2014931	-100.0221	599.9972	0.2236707	-899.9995	1000.001	0.3784466	-1491.999	-2.298369e-05	4.298073	-1493.999	-0.0001823122	4.289388	-1496	4.556607e-05	4.282711	-1498	-3.020098e-05	4.278719	-1500	-1.436535e-05	4.276168	-1502	-1.123923e-07	4.275502	
9.684	22	13	22	30	-1400.036	19.9891	0.4295321	4.239836	-0.001055073	0.4076664	399.9979	-999.9992	0.3396118	999.9971	1200.001	0.373059	-1000.018	-500.0004	0.2019237	-100.0222	599.9971	0.2249025	-899.9995	1000.001	0.3800873	-1491.999	-4.490949e-05	4.306921	-1493.999	-0.0003074441	4.296538	-1496	-1.548471e-05	4.288097	-1498	-2.428698e-05	4.282573	-1500	-1.921799e-05	4.278285	-1502	-2.293647e-05	4.276103	
9.688	22	13	22	30	-1400.036	19.98907	0.4301263	4.241888	-0.001055984	0.4077499	399.9979	-999.9992	0.3399205	999.9971	1200.001	0.3727089	-1000.018	-500.0004	0.2019781	-100.0223	599.9971	0.2250348	-899.9995	1000.001	0.3802505	-1491.999	-4.507467e-05	4.307884	-1493.999	-0.0003187375	4.297333	-1496	-2.365793e-05	4.288716	-1498	-2.330837e-05	4.283041	-1500	-2.06556e-05	4.278581	-1502	-2.747335e-05	4.276239	
9.716	22	13	22	30	-1400.037	19.98889	0.4342068	4.256249	-0.001062284	0.4083149	399.9979	-999.9992	0.3421118	999.997	1200.001	0.3702772	-1000.018	-500.0004	0.2024161	-100.0224	599.9971	0.2260073	-899.9995	1000.001	0.3813872	-1491.999	-4.052405e-05	4.315014	-1493.999	-0.0003982407	4.303294	-1496	-8.271123e-05	4.293457	-1498	-1.521105e-05	4.286728	-1500	-4.191719e-05	4.281073	-1502	-6.788335e-05	4.277613	
9.736	22	13	22	30	-1400.037	19.98876	0.437034	4.266507	-0.001066706	0.4086958	399.9979	-999.9992	0.3437081	999.997	1200.001	0.3685605	-1000.018	-500.0004	0.2027911	-100.0225	599.9971	0.2267523	-899.9995	1000.001	0.3821919	-1491.999	-4.494364e-05	4.320522	-1493.999	-0.0004589212	4.307974	-1496	-0.0001204058	4.297277	-1498	-4.72072e-06	4.289805	-1500	-7.31653e-05	4.283304	-1502	-9.646631e-05	4.279052	
9.764	22	13	22	30	-1400.038	19.98857	0.4408635	4.280869	-0.001072815	0.4091944	399.9979	-999.9992	0.3459831	999.997	1200.001	0.3661861	-1000.018	-500.0004	0.2034032	-100.0226	599.9971	0.2278657	-899.9995	1000.001	0.3833063	-1491.999	-6.493855e-05	4.328805	-1493.999	-0.0005492537	4.315112	-1495.999	-0.0001721068	4.303218	-1497.999	9.290483e-06	4.294725	-1500	-0.000131352	4.287052	-1502	-0.0001373272	4.281701	
82.496	22	13	22	30	-1400.038	19.98844	0.4435033	4.291128	-0.001077151	0.4095243	399.9979	-999.9992	0.3476349	999.997	1200.001	0.3645114	-1000.018	-500.0004	0.2039027	-100.0227	599.9971	0.2287106	-899.9995	1000.001	0.3840923	-1491.999	-9.604239e-05	4.335125	-1493.998	-0.0006260004	4.320626	-1495.999	-0.0002134132	4.307884	-1497.999	1.413961e-05	4.298671	-1500	-0.0001708211	4.290172	-1502	-0.000172413	4.284042	
9.796	22	13	22	30	-1400.038	19.98836	0.4450475	4.297283	-0.001079751	0.4097113	399.9979	-999.9992	0.348636	999.997	1200.001	0.3635153	-1000.018	-500.0004	0.2042273	-100.0227	599.9971	0.2292371	-899.9995	1000.001	0.3845595	-1491.999	-0.0001182345	4.339077	-1493.998	-0.0006750674	4.324099	-1495.999	-0.0002335312	4.310852	-1497.999	1.225396e-05	4.301209	-1500	-0.0001924785	4.292218	-1502	-0.0001997252	4.285625	
9.832	22	13	22	30	-1400.039	19.98812	0.4494958	4.31575	-0.001087587	0.4102239	399.9979	-999.9991	0.3516824	999.997	1200.001	0.3605678	-1000.018	-500.0004	0.2053128	-100.0229	599.997	0.2309015	-899.9995	1000.001	0.3859401	-1491.998	-0.0001984799	4.351641	-1493.998	-0.0008259432	4.335245	-1495.999	-0.0002854849	4.320501	-1497.999	-2.210272e-05	4.309583	-1500	-0.000258572	4.299135	-1502	-0.0002911879	4.29116	
9.844	22	13	22	30	-1400.039	19.98804	0.4509152	4.321905	-0.001090214	0.4103791	399.9979	-999.9991	0.3527115	999.997	1200.001	0.3595995	-1000.018	-500.0003	0.2055767	-100.0229	599.997	0.2312882	-899.9995	1000.001	0.3862424	-1491.998	-0.0002152002	4.354576	-1493.998	-0.0008588093	4.337868	-1495.999	-0.0002977801	4.322796	-1497.999	-3.611245e-05	4.311597	-1500	-0.0002717244	4.300829	-1502	-0.0003120231	4.292549	
82.588	22	13	22	30	-1400.04	19.9878	0.4549765	4.340372	-0.001098115	0.4108025	399.9979	-999.9991	0.3558382	999.997	1200.001	0.3567409	-1000.018	-500.0003	0.2070198	-100.0231	599.997	0.2333089	-899.9995	1000.001	0.3877285	-1491.998	-0.0003026069	4.370015	-1493.998	-0.001004879	4.351773	-1495.999	-0.0003846127	4.335082	-1497.999	-0.0001084774	4.322494	-1499.999	-0.0003347782	4.310138	-1502	-0.0004155849	4.300353	
9.884	22	13	22	30	-1400.04	19.98777	0.4554091	4.342423	-0.001098991	0.4108459	399.9979	-999.9991	0.3561892	999.997	1200.001	0.3564277	-1000.018	-500.0003	0.2071754	-100.0231	599.997	0.2335187	-899.9995	1000.001	0.3878747	-1491.998	-0.0003119748	4.371629	-1493.998	-0.001017843	4.353236	-1495.999	-0.0003960122	4.336384	-1497.999	-0.0001140903	4.323659	-1499.999	-0.0003407597	4.311144	-1502	-0.0004252376	4.301212	
9.92	22	13	22	30	-1400.041	19.98753	0.4591297	4.36089	-0.001106817	0.4112107	399.9979	-999.9991	0.3593788	999.997	1200.001	0.353653	-1000.018	-500.0003	0.2086673	-100.0233	599.997	0.2354685	-899.9995	1000.001	0.3891719	-1491.998	-0.0003880261	4.386717	-1493.997	-0.001139443	4.366984	-1495.998	-0.0004992816	4.348701	-1497.999	-0.0001460215	4.334747	-1499.999	-0.00041511	4.320823	-1501.999	-0.0005172806	4.309575	
82.612	22	13	22	30	-1400.041	19.98748	0.4599136	4.364994	-0.001108532	0.4112861	399.9979	-999.9991	0.3600951	999.997	1200.001	0.3530476	-1000.018	-500.0003	0.2090212	-100.0233	599.997	0.2359162	-899.9995	1000.001	0.3894556	-1491.998	-0.0004023902	4.390208	-1493.997	-0.001165802	4.37018	-1495.998	-0.0005219848	4.351582	-1497.999	-0.0001510543	4.337358	-1499.999	-0.0004358274	4.323123	-1501.999	-0.0005390505	4.311587	
9.964	22	13	22	30	-1400.042	19.98724	0.4632424	4.383461	-0.001116114	0.4116057	399.9979	-999.9991	0.3633511	999.997	1200.001	0.3503767	-1000.018	-500.0003	0.2107127	-100.0234	599.9969	0.2379931	-899.9995	1000.001	0.3907115	-1491.997	-0.0004757858	4.406527	-1493.997	-0.001272814	4.38519	-1495.998	-0.000602582	4.365186	-1497.998	-0.0001772251	4.34976	-1499.999	-0.0005197152	4.334136	-1501.999	-0.0006549763	4.321322	
9.98	22	13	22	30	-1400.042	19.98713	0.4646158	4.391668	-0.001119411	0.4117389	399.9979	-999.9991	0.3648149	999.997	1200.001	0.3492192	-1000.018	-500.0003	0.2115163	-100.0235	599.9969	0.2389469	-899.9995	1000.001	0.391259	-1491.997	-0.0005129459	4.414098	-1493.997	-0.001313432	4.392185	-1495.998	-0.0006243866	4.371564	-1497.998	-0.0001935956	4.355612	-1499.999	-0.0005589365	4.339377	-1501.999	-0.0007097148	4.326004	
82.644	22	13	22	30	-1400.043	19.98687	0.4677566	4.412187	-0.001127525	0.4120515	399.9979	-999.9991	0.3685171	999.997	1200.001	0.3464088	-1000.018	-500.0003	0.2136634	-100.0237	599.9969	0.2414044	-899.9994	1000.001	0.3925987	-1491.997	-0.0006242239	4.433866	-1493.996	-0.001414374	4.410534	-1495.998	-0.0006640987	4.388386	-1497.998	-0.0002653217	4.371138	-1499.999	-0.0006737708	4.353402	-1501.999	-0.0008252029	4.338647	
10.028	22	13	22	30	-1400.043	19.98682	0.4683338	4.416291	-0.00112914	0.4121105	399.9979	-999.9991	0.3692645	999.997	1200.001	0.3458613	-1000.018	-500.0003	0.2141164	-100.0237	599.9969	0.241907	-899.9994	1000.001	0.3928616	-1491.997	-0.0006481331	4.437962	-1493.996	-0.001434136	4.414349	-1495.998	-0.0006709449	4.3919	-1497.998	-0.000284453	4.374396	-1499.999	-0.0006985117	4.356362	-1501.999	-0.0008441834	4.341334	
82.672	22	13	22	30	-1400.044	19.98658	0.4707172	4.434759	-0.001136452	0.4123595	399.9978	-999.9991	0.3726536	999.997	1200.001	0.3434589	-1000.018	-500.0003	0.2162516	-100.0238	599.9969	0.2442073	-899.9994	1000.001	0.3940222	-1491.996	-0.0007668536	4.456977	-1493.996	-0.001516329	4.432107	-1495.997	-0.0007111905	4.408324	-1497.997	-0.0003817187	4.389678	-1499.999	-0.0008030776	4.370325	-1501.999	-0.0009251358	4.35407	
10.076	22	13	22	30	-1400.044	19.9865	0.4714331	4.440914	-0.001138922	0.4124357	399.9978	-999.9991	0.373792	999.997	1200.001	0.3426804	-1000.018	-500.0003	0.2169985	-100.0239	599.9969	0.2449862	-899.9994	1000.001	0.3944006	-1491.996	-0.0007954037	4.461332	-1493.996	-0.001532959	4.436184	-1495.997	-0.0007233445	4.412107	-1497.997	-0.0004046153	4.393211	-1499.998	-0.0008236123	4.373569	-1501.999	-0.0009422298	4.357042	
10.112	22	13	22	31	-1400.045	19.98627	0.4733414	4.459382	-0.001146457	0.4126402	399.9978	-999.9991	0.3772284	999.9969	1200.001	0.3404118	-1000.018	-500.0003	0.2193444	-100.024	599.9968	0.2473525	-899.9994	1000.001	0.3955075	-1491.996	-0.0009283351	4.4838	-1493.995	-0.00161536	4.457269	-1495.997	-0.0007851118	4.431746	-1497.997	-0.0005197922	4.411614	-1499.998	-0.0009348793	4.390544	-1501.998	-0.001015994	4.37267	
10.124	22	13	22	31	-1400.045	19.98619	0.4738971	4.465539	-0.001149006	0.4126993	399.9978	-999.9991	0.3783798	999.9969	1200.001	0.3396778	-1000.018	-500.0003	0.2201612	-100.0241	599.9968	0.2481501	-899.9994	1000.001	0.3958665	-1491.996	-0.0009631692	4.490762	-1493.995	-0.001644488	4.46382	-1495.997	-0.0008012108	4.437869	-1497.997	-0.0005544066	4.417372	-1499.998	-0.0009707794	4.39588	-1501.998	-0.001034148	4.377605	
82.7	22	13	22	31	-1400.046	19.98599	0.4751806	4.481955	-0.001155847	0.4128315	399.9978	-999.9991	0.3814599	999.9969	1200.001	0.3377745	-1000.018	-500.0002	0.2224238	-100.0242	599.9968	0.250297	-899.9994	1000.001	0.3967974	-1491.995	-0.001045546	4.509817	-1493.995	-0.001726326	4.481789	-1495.996	-0.0008350782	4.454713	-1497.996	-0.0006489045	4.433256	-1499.998	-0.001069899	4.410649	-1501.998	-0.001066653	4.391315	
82.708	22	13	22	31	-1400.046	19.98591	0.4755871	4.488112	-0.001158409	0.4128708	399.9978	-999.9991	0.3826173	999.9969	1200.001	0.337081	-1000.018	-500.0002	0.2233035	-100.0242	599.9968	0.2511096	-899.9994	1000.001	0.3971361	-1491.995	-0.001079659	4.517145	-1493.995	-0.001759888	4.488716	-1495.996	-0.000848193	4.461221	-1497.996	-0.0006850559	4.439407	-1499.998	-0.001104018	4.416388	-1501.998	-0.001071515	4.396659	
10.196	22	13	22	31	-1400.046	19.98573	0.4763759	4.502477	-0.00116433	0.412939	399.9978	-999.9991	0.3853192	999.9969	1200.001	0.3355056	-1000.018	-500.0002	0.2254208	-100.0244	599.9968	0.2530219	-899.9994	1000.001	0.3979029	-1491.995	-0.001159768	4.534623	-1493.995	-0.001840716	4.50527	-1495.996	-0.0008959978	4.476804	-1497.996	-0.0007595924	4.454169	-1499.997	-0.001184031	4.430197	-1501.998	-0.001069074	4.409554	
10.216	22	13	22	31	-1400.047	19.98561	0.4768022	4.512738	-0.001168481	0.4129663	399.9978	-999.9991	0.3872475	999.9969	1200.001	0.3344171	-1000.018	-500.0002	0.2269873	-100.0244	599.9968	0.2544023	-899.9994	1000.001	0.3984297	-1491.995	-0.001212041	4.547432	-1493.994	-0.001898461	4.517425	-1495.995	-0.0009445714	4.488272	-1497.996	-0.0008021412	4.465059	-1499.997	-0.001236738	4.440417	-1501.998	-0.001062344	4.419125	
10.232	22	13	22	31	-1400.047	19.98551	0.4770605	4.520947	-0.001171743	0.4129745	399.9978	-999.9991	0.3887877	999.9969	1200.001	0.3335683	-1000.018	-500.0002	0.228272	-100.0245	599.9967	0.2555155	-899.9994	1000.001	0.3988383	-1491.995	-0.001246836	4.557872	-1493.994	-0.001933667	4.524849	-1495.995	-0.0009891759	4.497648	-1497.996	-0.000824326	4.471731	-1499.997	-0.001267803	4.446689	-1501.998	-0.001059965	4.425011	
82.744	22	13	22	31	-1400.048	19.98531	0.4773567	4.537366	-0.001178119	0.4129532	399.9978	-999.9991	0.3918567	999.9969	1200.001	0.3319299	-1000.018	-500.0002	0.2309226	-100.0246	599.9967	0.2577647	-899.9994	1000.001	0.3996201	-1491.994	-0.001297308	4.579256	-1493.994	-0.002049475	4.547707	-1495.995	-0.001086542	4.516933	-1497.995	-0.0008753591	4.49236	-1499.997	-0.001361223	4.466134	-1501.997	-0.001067012	4.443308	
82.756	22	13	22	31	-1400.048	19.98524	0.477392	4.543523	-0.001180469	0.4129318	399.9978	-999.9991	0.3930027	999.9969	1200.001	0.3313361	-1000.018	-500.0002	0.2319436	-100.0247	599.9967	0.2586154	-899.9994	1000.001	0.3999009	-1491.994	-0.001312732	4.587447	-1493.994	-0.002085991	4.555519	-1495.995	-0.001124482	4.524346	-1497.995	-0.0008945537	4.499438	-1499.997	-0.001395476	4.472822	-1501.997	-0.001069823	4.449618	
10.308	22	13	22	31	-1400.049	19.98504	0.4772841	4.559943	-0.001186686	0.4128387	399.9978	-999.9991	0.3960418	999.9969	1200.001	0.3298079	-1000.018	-500.0002	0.2347357	-100.0248	599.9967	0.2608997	-899.9994	1000.001	0.4006163	-1491.994	-0.00132737	4.609741	-1493.993	-0.002167107	4.576812	-1495.994	-0.001226586	4.544593	-1497.995	-0.0009534883	4.518805	-1499.996	-0.001483449	4.491156	-1501.997	-0.001068126	4.464752	
10.32	22	13	22	31	-1400.049	19.98499	0.4772114	4.564048	-0.001188238	0.4128073	399.9978	-999.9991	0.3967973	999.9969	1200.001	0.3294387	-1000.018	-500.0002	0.2354491	-100.0248	599.9967	0.2614737	-899.9994	1000.001	0.4007875	-1491.994	-0.00132688	4.615416	-1493.993	-0.002185629	4.582241	-1495.994	-0.001251317	4.549762	-1497.995	-0.0009658766	4.523757	-1499.996	-0.001503411	4.495853	-1501.997	-0.001063585	4.471412	
10.348	22	13	22	31	-1400.049	19.9848	0.4767378	4.580468	-0.001194495	0.4126507	399.9978	-999.9991	0.3998006	999.9969	1200.001	0.3280141	-1000.018	-500.0002	0.2383624	-100.025	599.9967	0.2637772	-899.9993	1000.001	0.4014418	-1491.993	-0.001325133	4.638521	-1493.993	-0.00225208	4.604368	-1495.994	-0.001338429	4.570872	-1497.994	-0.0009975363	4.544003	-1499.996	-0.001581861	4.515089	-1501.997	-0.0010366	4.489669	
82.788	22	13	22	31	-1400.049	19.98473	0.4764853	4.586626	-0.001196869	0.4125799	399.9978	-999.9991	0.4009184	999.9969	1200.001	0.327502	-1000.018	-500.0002	0.239479	-100.025	599.9966	0.2646428	-899.9993	1000.001	0.4016745	-1491.993	-0.001324422	4.647349	-1493.993	-0.002279334	4.612835	-1495.993	-0.001365709	4.578964	-1497.994	-0.0009988625	4.551774	-1499.996	-0.001606315	4.522486	-1501.997	-0.001027343	4.4967	
10.384	22	13	22	31	-1400.05	19.98458	0.4758582	4.598942	-0.001201672	0.4124208	399.9978	-999.9991	0.4031392	999.9969	1200.001	0.3265149	-1000.018	-500.0001	0.2417507	-100.0251	599.9966	0.2663746	-899.9993	1000.001	0.4021196	-1491.993	-0.001318613	4.665272	-1493.992	-0.002334861	4.63004	-1495.993	-0.001413362	4.595434	-1497.994	-0.0009918404	4.56494	-1499.996	-0.001643858	4.535033	-1501.997	-0.001015965	4.508641	
82.812	22	13	22	31	-1400.05	19.98444	0.4750697	4.611257	-0.001206536	0.4122411	399.9978	-999.9991	0.4053388	999.9969	1200.001	0.3255786	-1000.018	-500.0001	0.2440723	-100.0252	599.9966	0.2681046	-899.9993	1000.001	0.4025375	-1491.992	-0.001313765	4.683544	-1493.992	-0.002388108	4.647603	-1495.993	-0.001459653	4.612276	-1497.993	-0.0009782095	4.58382	-1499.995	-0.001685976	4.553052	-1501.996	-0.00100205	4.525821	
10.424	22	13	22	31	-1400.051	19.98434	0.4744551	4.619468	-0.0012098	0.4121116	399.9978	-999.9991	0.4067925	999.9969	1200.001	0.3249834	-1000.018	-500.0001	0.2456471	-100.0253	599.9966	0.2692557	-899.9993	1000.001	0.4028013	-1491.992	-0.001312858	4.695917	-1493.992	-0.002420113	4.65951	-1495.993	-0.001488952	4.62371	-1497.993	-0.0009683324	4.59484	-1499.995	-0.00170771	4.563582	-1501.996	-0.0009881607	4.535879	
10.456	22	13	22	31	-1400.051	19.98416	0.4730148	4.635889	-0.001216335	0.411833	399.9977	-999.9991	0.4096667	999.9969	1200.001	0.3238647	-1000.018	-500.0001	0.2488595	-100.0254	599.9966	0.2715498	-899.9993	1000.001	0.4032936	-1491.992	-0.001308963	4.721122	-1493.991	-0.002486064	4.683794	-1495.992	-0.001558648	4.647065	-1497.993	-0.0009397977	4.617373	-1499.995	-0.001749989	4.58515	-1501.996	-0.0009527715	4.556512	
82.832	22	13	22	31	-1400.051	19.98411	0.4726111	4.639995	-0.001217964	0.4117598	399.9977	-999.9991	0.4103778	999.9969	1200.001	0.3236003	-1000.018	-500.0001	0.2496752	-100.0254	599.9966	0.2721212	-899.9993	1000.001	0.4034094	-1491.992	-0.001306859	4.727519	-1493.991	-0.00250029	4.689963	-1495.992	-0.001580574	4.653004	-1497.992	-0.0009326684	4.623108	-1499.995	-0.001760825	4.590646	-1501.996	-0.0009416248	4.561778	
10.504	22	13	22	31	-1400.052	19.98387	0.4703356	4.660522	-0.001226055	0.4113738	399.9977	-999.9991	0.4138833	999.9969	1200.001	0.3223712	-1000.018	-500.0001	0.253827	-100.0256	599.9965	0.2749612	-899.9993	1000.001	0.4039449	-1491.991	-0.001304795	4.760066	-1493.991	-0.002552677	4.721389	-1495.991	-0.001701999	4.683289	-1497.992	-0.0008931664	4.652393	-1499.994	-0.001811872	4.618749	-1501.995	-0.0008857622	4.588744	
82.856	22	13	22	31	-1400.052	19.9838	0.4695705	4.66668	-0.001228469	0.4112513	399.9977	-999.9991	0.4149173	999.9969	1200.001	0.322033	-1000.018	-500.0001	0.2550953	-100.0257	599.9965	0.2758066	-899.9993	1000.001	0.4040914	-1491.991	-0.001306559	4.77001	-1493.991	-0.002564114	4.731004	-1495.991	-0.001732614	4.692566	-1497.992	-0.0008770099	4.661373	-1499.994	-0.001824681	4.627381	-1501.995	-0.0008731996	4.597037	
82.868	22	13	22	32	-1400.053	19.98359	0.4670514	4.685154	-0.001235723	0.4108619	399.9977	-999.9991	0.4179643	999.9969	1200.001	0.3211036	-1000.018	-500.0001	0.2589597	-100.0258	599.9965	0.2783191	-899.9993	1000.001	0.404491	-1491.99	-0.001315413	4.800333	-1493.99	-0.002592464	4.760358	-1495.99	-0.001793132	4.720921	-1497.991	-0.0008102803	4.688841	-1499.994	-0.00185315	4.653828	-1501.995	-0.000847423	4.622475	
